geneInfo,gene,Chr,Start,Stop,pvalsDup,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Vipar/chr12:87238874-87266286,Vipar,chr12,87238874,87266286,0.004729644,0.929184586,NA,NA,NA,NA
Sfxn1/chr13:54071844-54108345,Sfxn1,chr13,54071844,54108345,0.004768976,0.932581753,14057,5q35.3,94081,SFXN1
4933411K20Rik/chr8:46169555-46195590,4933411K20Rik,chr8,46169555,46195590,0.00483382,0.886961461,66756,4q35.1,57587,KIAA1430
Snta1/chr2:154376313-154408084,Snta1,chr2,154376313,154408084,0.004837322,1.196949518,20648,20q11.2,6640,SNTA1
Fosl2/chr5:32136471-32157839,Fosl2,chr5,32136471,32157839,0.004856943,0.720568889,14284,2p23.3,2355,FOSL2
Eps8/chr6:137477244-137649120,Eps8,chr6,137477244,137649120,0.004888668,0.874216525,13860,12p12.3,2059,EPS8
Dapk3/chr10:81183006-81193197,Dapk3,chr10,81183006,81193197,0.004903245,1.138220728,13144,19p13.3,1613,DAPK3
Tab2/chr10:7905647-7956123,Tab2,chr10,7905647,7956123,0.004911145,0.893115052,68652,6q25.1,23118,TAB2
Zfp128/chr7:12881177-12893422,Zfp128,chr7,12881177,12893422,0.004968196,0.889835899,243833,19q13.43,7554,ZNF8
Gm13238/chr4:145837218-145837992,Gm13238,chr4,145837218,145837992,0.004991817,0.536477964,NA,NA,NA,NA
Cd6/chr19:10789338-10830058,Cd6,chr19,10789338,10830058,0.004991959,1.40656009,12511,11q13,923,CD6
Rassf9/chr10:102512221-102546560,Rassf9,chr10,102512221,102546560,0.005001418,0.642320895,237504,12q21.31,9182,RASSF9
Tnfaip8l3/chr9:54025605-54068411,Tnfaip8l3,chr9,54025605,54068411,0.005030241,0.792373969,244882,15q21.2,388121,TNFAIP8L3
Gm10509/chr17:21690211-21692213,Gm10509,chr17,21690211,21692213,0.005041721,0.693984276,NA,NA,NA,NA
Cebpb/chr2:167688914-167690418,Cebpb,chr2,167688914,167690418,0.005059348,2.249944731,12608,20q13.1,1051,CEBPB
Cntnap5a/chr1:115685136-116580674,Cntnap5a,chr1,115685136,116580674,0.005108555,0.820268465,636808,2q14.3,129684,CNTNAP5
Sema6c/chr3:95164373-95173316,Sema6c,chr3,95164373,95173316,0.005122003,1.208280241,20360,1q21.2,10500,SEMA6C
Repin1/chr6:48593882-48599082,Repin1,chr6,48593882,48599082,0.005123215,1.172627715,58887,7q36.1,29803,REPIN1
Adnp/chr2:168180964-168207062,Adnp,chr2,168180964,168207062,0.005131702,0.935028733,11538,20q13.13,23394,ADNP
Taf12/chr4:132274374-132293330,Taf12,chr4,132274374,132293330,0.005145257,0.897501753,66464,1p35.3,6883,TAF12
Gm5595/chr7:42660107-42692718,Gm5595,chr7,42660107,42692718,0.005154463,0.855387941,NA,NA,NA,NA
Prr7/chr13:55464266-55473155,Prr7,chr13,55464266,55473155,0.005176767,1.235512266,432763,5q35.3,80758,PRR7
Acer2/chr4:86874413-86920881,Acer2,chr4,86874413,86920881,0.005185032,2.097246731,230379,9p22.1,340485,ACER2
Acsl1/chr8:46471041-46536050,Acsl1,chr8,46471041,46536050,0.005222042,0.909641457,14081,4q35,2180,ACSL1
Tbx2/chr11:85832614-85841948,Tbx2,chr11,85832614,85841948,0.005270675,1.444694787,21385,17q23.2,6909,TBX2
2410004A20Rik/chr9:73102397-73104443,2410004A20Rik,chr9,73102397,73104443,0.005273687,0.402251986,NA,NA,NA,NA
Ildr2/chr1:166254138-166316832,Ildr2,chr1,166254138,166316832,0.005339813,1.062238273,100039795,1q24.1,387597,ILDR2
Fignl2/chr15:101050193-101054399,Fignl2,chr15,101050193,101054399,0.005403379,1.373778129,668225,12q13.13,401720,FIGNL2
Cldn11/chr3:31149919-31164326,Cldn11,chr3,31149919,31164326,0.005417514,1.139789872,18417,3q26.2-q26.3,5010,CLDN11
Frmd8/chr19:5850973-5875208,Frmd8,chr19,5850973,5875208,0.005424455,1.091284189,67457,11q13,83786,FRMD8
Cep350/chr1:155844963-155973255,Cep350,chr1,155844963,155973255,0.0054419,0.884826049,74081,1q25.2,9857,CEP350
Rnf144a/chr12:26306797-26415256,Rnf144a,chr12,26306797,26415256,0.005491443,0.836462389,108089,2p25.2,9781,RNF144A
Ttll1/chr15:83483768-83510907,Ttll1,chr15,83483768,83510907,0.005543806,0.873389296,319953,22q13.1,25809,TTLL1
Olfml3/chr3:103735393-103738001,Olfml3,chr3,103735393,103738001,0.005569586,1.535745379,99543,1p13.2,56944,OLFML3
A130010J15Rik/chr1:193173468-193177832,A130010J15Rik,chr1,193173468,193177832,0.005588325,1.174322353,319266,1q32.2,148304,C1orf74
1500004A13Rik/chr3:88822009-88832487,1500004A13Rik,chr3,88822009,88832487,0.005592196,0.866761433,NA,NA,NA,NA
Scaf11/chr15:96411697-96460843,Scaf11,chr15,96411697,96460843,0.005671781,0.93853271,72193,12q12,9169,SCAF11
Nr2f6/chr8:71374118-71381952,Nr2f6,chr8,71374118,71381952,0.005698379,1.218558959,13864,19p13.1,2063,NR2F6
Tpbg/chr9:85842379-85847055,Tpbg,chr9,85842379,85847055,0.005714941,1.17918242,21983,6q14-q15,7162,TPBG
Psme1/chr14:55578493-55581527,Psme1,chr14,55578493,55581527,0.005719162,0.863967572,19186,14q11.2,5720,PSME1
Camk2n2/chr16:20619214-20621278,Camk2n2,chr16,20619214,20621278,0.005722026,1.2038109,73047,3q27.1,94032,CAMK2N2
Agtr2/chrX:21484625-21488831,Agtr2,chrX,21484625,21488831,0.005752304,0.653483982,11609,Xq22-q23,186,AGTR2
Sap30l/chr11:57801636-57810615,Sap30l,chr11,57801636,57810615,0.005782852,1.191649412,50724,5q33.2,79685,SAP30L
Gm8709/chr10:26673445-26674651,Gm8709,chr10,26673445,26674651,0.005786274,0.668051639,NA,NA,NA,NA
Mpeg1/chr19:12460778-12465285,Mpeg1,chr19,12460778,12465285,0.005818201,0.549905434,17476,11q12.1,219972,MPEG1
Kif21a/chr15:90933275-91049948,Kif21a,chr15,90933275,91049948,0.005822831,0.913299775,16564,12q12,55605,KIF21A
Nol8/chr13:49653349-49679015,Nol8,chr13,49653349,49679015,0.005839466,0.854941095,70930,9q22.31,55035,NOL8
Gfpt2/chr11:49794154-49838620,Gfpt2,chr11,49794154,49838620,0.005871291,0.762998583,14584,5q34-q35,9945,GFPT2
Cd276/chr9:58524299-58540940,Cd276,chr9,58524299,58540940,0.00587388,0.898217863,102657,15q23-q24,80381,CD276
Phyh/chr2:4918995-4938743,Phyh,chr2,4918995,4938743,0.005877663,0.897249881,16922,10p13,5264,PHYH
Dact3/chr7:16875316-16887301,Dact3,chr7,16875316,16887301,0.00590397,1.199804912,629378,19q13.32,147906,DACT3
Wdr11/chr7:129591862-129635738,Wdr11,chr7,129591862,129635738,0.005907202,0.887276482,207425,10q26,55717,WDR11
Plcxd1/chr5:110099968-110105952,Plcxd1,chr5,110099968,110105952,0.005914306,1.122165346,403178,XYp22.33;,Yp11.32,55344
Depdc7/chr2:104721786-104742801,Depdc7,chr2,104721786,104742801,0.005916303,0.723587303,211896,11p13,91614,DEPDC7
Zfp560/chr9:20345135-20385158,Zfp560,chr9,20345135,20385158,0.005942276,0.879876641,434377,16q24.3,197320,ZNF778
Fos/chr12:85473900-85477270,Fos,chr12,85473900,85477270,0.005951438,0.451027482,14281,14q24.3,2353,FOS
Prim2/chr1:33453810-33669758,Prim2,chr1,33453810,33669758,0.00595595,0.823696618,19076,6p12-p11.1,5558,PRIM2
4930444A02Rik/chr8:25980603-25994121,4930444A02Rik,chr8,25980603,25994121,0.006018829,0.915999791,74653,8p11.21,84197,SGK196
A530054K11Rik/chr13:67617000-67637753,A530054K11Rik,chr13,67617000,67637753,0.006037425,0.848601916,212281,19,100287226,ZNF729
B3gat3/chr19:8920392-8927236,B3gat3,chr19,8920392,8927236,0.006072434,1.15152032,72727,11q12.3,26229,B3GAT3
Pla2g12a/chr3:129878621-129895821,Pla2g12a,chr3,129878621,129895821,0.006129391,1.199599909,66350,4q25,81579,PLA2G12A
Hrh2/chr13:54192128-54222432,Hrh2,chr13,54192128,54222432,0.006146938,0.814607733,15466,5q35.2,3274,HRH2
Pnma2/chr14:66911207-66920061,Pnma2,chr14,66911207,66920061,0.006153348,0.897769809,239157,8p21.2,10687,PNMA2
Grasp/chr15:101224206-101232756,Grasp,chr15,101224206,101232756,0.006158589,1.170402416,56149,12q13.13,160622,GRASP
Fert2/chr17:63896017-64139496,Fert2,chr17,63896017,64139496,0.006164012,0.88971501,NA,NA,NA,NA
Kcnd3/chr3:105452329-105674002,Kcnd3,chr3,105452329,105674002,0.006200489,0.887449992,56543,1p13.3,3752,KCND3
Sik1/chr17:31844249-31855792,Sik1,chr17,31844249,31855792,0.006214933,0.587337915,17691,21q22.3,150094,SIK1
Ddit3/chr10:127290792-127296288,Ddit3,chr10,127290792,127296288,0.00629456,0.89919032,13198,12q13.1-q13.2,1649,DDIT3
Zfp454/chr11:50872722-50887443,Zfp454,chr11,50872722,50887443,0.006340997,0.762429352,237758,5q35.3,285676,ZNF454
Frat1/chr19:41829969-41832583,Frat1,chr19,41829969,41832583,0.006418793,1.302192367,14296,10q24.1,10023,FRAT1
Ptpn4/chr1:119658092-119837071,Ptpn4,chr1,119658092,119837071,0.00646565,0.850371001,19258,2q14.2,5775,PTPN4
Eif3a/chr19:60761115-60790693,Eif3a,chr19,60761115,60790693,0.006525752,0.922353243,13669,10q26,8661,EIF3A
Rnf214/chr9:45863690-45906877,Rnf214,chr9,45863690,45906877,0.00655786,0.928115412,235315,11q23.3,257160,RNF214
Uso1/chr5:92137937-92202795,Uso1,chr5,92137937,92202795,0.006691303,0.905664598,56041,4q21.1,8615,USO1
Hnrnpa0/chr13:58125878-58128556,Hnrnpa0,chr13,58125878,58128556,0.006697151,1.162696851,77134,5q31,10949,HNRNPA0
9330179D12Rik/chr6:127149388-127212419,9330179D12Rik,chr6,127149388,127212419,0.006709084,1.143479379,NA,NA,NA,NA
Depdc1b/chr13:108316336-108389557,Depdc1b,chr13,108316336,108389557,0.006712979,0.548099794,218581,5q12.1,55789,DEPDC1B
Ano8/chr8:71476018-71486067,Ano8,chr8,71476018,71486067,0.006722851,1.204102892,382014,19p13.11,57719,ANO8
Dapk2/chr9:66158225-66272242,Dapk2,chr9,66158225,66272242,0.006850379,1.480706911,13143,15q22.31,23604,DAPK2
Zranb1/chr7:132949621-132983951,Zranb1,chr7,132949621,132983951,0.00685723,0.916822923,360216,10q26.13,54764,ZRANB1
Arglu1/chr8:8666575-8690537,Arglu1,chr8,8666575,8690537,0.006926268,1.1605078,234023,13q33.3,55082,ARGLU1
Tarbp2/chr15:102518191-102523676,Tarbp2,chr15,102518191,102523676,0.006976324,1.116224155,21357,12q12-q13,6895,TARBP2
Arhgap5/chr12:52516076-52567851,Arhgap5,chr12,52516076,52567851,0.006990114,0.88271112,11855,14q12,394,ARHGAP5
Tob1/chr11:94211453-94215492,Tob1,chr11,94211453,94215492,0.007011563,0.814357518,22057,17q21,10140,TOB1
Gnptab/chr10:88379411-88447329,Gnptab,chr10,88379411,88447329,0.007041566,0.922690462,432486,12q23.2,79158,GNPTAB
Tprn/chr2:25262597-25269886,Tprn,chr2,25262597,25269886,0.007106973,1.21762044,97031,9q34.3,286262,TPRN
Ggps1/chr13:14052444-14063401,Ggps1,chr13,14052444,14063401,0.00711869,0.885024958,14593,1q43,9453,GGPS1
Lrfn4/chr19:4611783-4615667,Lrfn4,chr19,4611783,4615667,0.007138383,1.126782236,225875,11q13.2,78999,LRFN4
Spag8/chr4:43651728-43653552,Spag8,chr4,43651728,43653552,0.00724764,1.452138914,433700,9p13.3,26206,SPAG8
Omp/chr7:98143358-98145447,Omp,chr7,98143358,98145447,0.007249647,0.299993161,18378,11q13.5,4975,OMP
Mtmr12/chr15:12205093-12272240,Mtmr12,chr15,12205093,12272240,0.007252925,1.167708965,268783,5p13.3,54545,MTMR12
Myh13/chr11:67327102-67371502,Myh13,chr11,67327102,67371502,0.007260183,0.580307284,544791,17p13,8735,MYH13
Klf2/chr8:72319061-72321654,Klf2,chr8,72319061,72321654,0.007320661,0.719271552,16598,19p13.11,10365,KLF2
A830010M20Rik/chr5:107497744-107512556,A830010M20Rik,chr5,107497744,107512556,0.007333174,0.870914806,231570,1p22.1,23285,KIAA1107
Kcnt2/chr1:140246256-140610261,Kcnt2,chr1,140246256,140610261,0.00733985,0.929337639,240776,1q31.3,343450,KCNT2
Emid2/chr5:136741763-136883107,Emid2,chr5,136741763,136883107,0.007411722,1.287541334,NA,NA,NA,NA
Bcl2l1/chr2:152780667-152831682,Bcl2l1,chr2,152780667,152831682,0.007416042,1.126298515,12048,20q11.21,598,BCL2L1
Tnfrsf11b/chr15:54250618-54278484,Tnfrsf11b,chr15,54250618,54278484,0.007457233,0.611515531,18383,8q24,4982,TNFRSF11B
Abhd5/chr9:122351615-122381523,Abhd5,chr9,122351615,122381523,0.007465853,0.910904372,67469,3p21,51099,ABHD5
Cenpv/chr11:62524943-62539261,Cenpv,chr11,62524943,62539261,0.007468187,1.142250125,73139,17p11.2,201161,CENPV
Sertad1/chr7:27486952-27490314,Sertad1,chr7,27486952,27490314,0.00750621,0.813190404,55942,19q13.1-q13.2,29950,SERTAD1
Dis3l2/chr1:86703803-87050097,Dis3l2,chr1,86703803,87050097,0.007507217,0.895918574,208718,2q37.1,129563,DIS3L2
Ccnyl1/chr1:64691344-64725642,Ccnyl1,chr1,64691344,64725642,0.007651415,0.862702945,227210,2q33.3,151195,CCNYL1
Nlrp1b/chr11:71153101-71230733,Nlrp1b,chr11,71153101,71230733,0.007669598,0.50989924,NA,NA,NA,NA
Zfp59/chr7:27838583-27856774,Zfp59,chr7,27838583,27856774,0.007680846,0.826122945,NA,NA,NA,NA
Ptms/chr6:124913674-124917946,Ptms,chr6,124913674,124917946,0.007703864,1.13726748,69202,12p13,5763,PTMS
H2afx/chr9:44334714-44336073,H2afx,chr9,44334714,44336073,0.007753706,1.108740344,15270,11q23.3,3014,H2AFX
Zfp811/chr17:32797010-32809919,Zfp811,chr17,32797010,32809919,0.007764379,0.88396823,NA,NA,NA,NA
Omg/chr11:79500981-79504082,Omg,chr11,79500981,79504082,0.007795323,0.878073854,18377,17q11.2,4974,OMG
E530011L22Rik/chr9:121756639-121759943,E530011L22Rik,chr9,121756639,121759943,0.007796696,1.217705722,NA,NA,NA,NA
Cdk5r2/chr1:74855028-74857732,Cdk5r2,chr1,74855028,74857732,0.007804012,1.187304345,12570,2q35,8941,CDK5R2
Thap3/chr4:151982637-151988986,Thap3,chr4,151982637,151988986,0.007850068,1.259858219,69876,1p36.31,90326,THAP3
2410042D21Rik/chr2:112379210-112414237,2410042D21Rik,chr2,112379210,112414237,0.007905998,0.920222224,NA,NA,NA,NA
Rasip1/chr7:45627536-45639092,Rasip1,chr7,45627536,45639092,0.007924789,1.192442098,69903,19q13.33,54922,RASIP1
Gcsh/chr8:116981827-116993449,Gcsh,chr8,116981827,116993449,0.007987004,0.860518692,68133,16q23.2,2653,GCSH
Smc1a/chrX:152016427-152061973,Smc1a,chrX,152016427,152061973,0.008009754,0.926626207,24061,Xp11.22-p11.21,8243,SMC1A
Adc/chr4:128932145-128962417,Adc,chr4,128932145,128962417,0.008020829,1.114094796,242669,1p35.1,113451,ADC
Rtn4r/chr16:18127705-18152408,Rtn4r,chr16,18127705,18152408,0.008033166,1.131086674,65079,22q11.21,65078,RTN4R
Mapk3/chr7:126759625-126765816,Mapk3,chr7,126759625,126765816,0.008077431,1.32434377,26417,16p11.2,5595,MAPK3
Nlrc5/chr8:94472762-94527272,Nlrc5,chr8,94472762,94527272,0.008079103,0.683861514,434341,16q13,84166,NLRC5
1700030C10Rik/chr12:20804391-20815779,1700030C10Rik,chr12,20804391,20815779,0.008085799,1.666353086,NA,NA,NA,NA
Uggt1/chr1:36140027-36244302,Uggt1,chr1,36140027,36244302,0.008122378,0.93374069,320011,2q14.3,56886,UGGT1
2300009A05Rik/chr9:63394446-63399244,2300009A05Rik,chr9,63394446,63399244,0.008127363,1.228212549,69478,15q23,145853,C15orf61
Cnksr2/chrX:157821572-158043110,Cnksr2,chrX,157821572,158043110,0.0081592,0.889819084,245684,Xp22.12,22866,CNKSR2
Praf2/chrX:7728570-7731063,Praf2,chrX,7728570,7731063,0.00817517,0.925227652,54637,Xp11.23,11230,PRAF2
Fam171b/chr2:83812727-83881358,Fam171b,chr2,83812727,83881358,0.008176776,0.898602996,241520,2q32.1,165215,FAM171B
Unc79/chr12:102948858-103183997,Unc79,chr12,102948858,103183997,0.008185978,0.881073887,217843,14q32.12,57578,UNC79
Rtkn/chr6:83135807-83152579,Rtkn,chr6,83135807,83152579,0.008187561,1.111044378,20166,2p13.1,6242,RTKN
Snrpb/chr2:130171635-130179364,Snrpb,chr2,130171635,130179364,0.008194818,1.139236562,20638,20p13,6628,SNRPB
Klf8/chrX:153238044-153396134,Klf8,chrX,153238044,153396134,0.008215089,0.806337117,245671,Xp11.21,11279,KLF8
AF529169/chr9:89590034-89622986,AF529169,chr9,89590034,89622986,0.008230398,0.76962696,209743,15q25.1,23251,KIAA1024
Rfc1/chr5:65261851-65335639,Rfc1,chr5,65261851,65335639,0.008237937,0.938465883,19687,4p14-p13,5981,RFC1
BC037704/chr19:43675177-43677170,BC037704,chr19,43675177,43677170,0.008316185,1.767876261,NA,NA,NA,NA
Lrrc7/chr3:158084438-158562221,Lrrc7,chr3,158084438,158562221,0.008318331,0.868534297,242274,1p31.1,57554,LRRC7
Akr1e1/chr13:4592489-4609164,Akr1e1,chr13,4592489,4609164,0.008337469,0.861112559,56043,10p15.1,83592,AKR1E2
Pfdn2/chr1:171345698-171358170,Pfdn2,chr1,171345698,171358170,0.008359941,1.182142701,18637,1q23.3,5202,PFDN2
Snx9/chr17:5841379-5930711,Snx9,chr17,5841379,5930711,0.008403744,0.875216804,66616,6q25.1-q26,51429,SNX9
Pllp/chr8:94674894-94696242,Pllp,chr8,94674894,94696242,0.008405693,1.08466207,67801,16q13,51090,PLLP
Rgs16/chr1:153740352-153745468,Rgs16,chr1,153740352,153745468,0.008409773,0.87760544,19734,1q25-q31,6004,RGS16
Snx18/chr13:113592178-113618564,Snx18,chr13,113592178,113618564,0.00842264,0.850941907,170625,5q11.2,112574,SNX18
Nfkbid/chr7:30423303-30428746,Nfkbid,chr7,30423303,30428746,0.008436141,0.803000922,243910,19q13.12,84807,NFKBID
Car2/chr3:14886425-14900770,Car2,chr3,14886425,14900770,0.00845969,0.925300734,12349,8q22,760,CA2
Ip6k3/chr17:27143970-27167764,Ip6k3,chr17,27143970,27167764,0.008551477,0.659984036,271424,6p21.31,117283,IP6K3
Islr2/chr9:58196296-58204319,Islr2,chr9,58196296,58204319,0.008560804,1.234903536,320563,15q24.1,57611,ISLR2
Arl13b/chr16:62793688-62847040,Arl13b,chr16,62793688,62847040,0.008569737,0.891007687,68146,3q11.1,200894,ARL13B
Gm13889/chr2:93955809-93957100,Gm13889,chr2,93955809,93957100,0.008575165,1.269972855,620695,11p11.2,387763,C11orf96
Zfa/chr10:52542319-52545739,Zfa,chr10,52542319,52545739,0.008593901,0.78527491,NA,NA,NA,NA
Spop/chr11:95414082-95493410,Spop,chr11,95414082,95493410,0.008673296,1.08060413,20747,17q21.33,8405,SPOP
Gja5/chr3:97032415-97053634,Gja5,chr3,97032415,97053634,0.008675781,1.607095436,14613,1q21.1,2702,GJA5
Tmem191c/chr16:17276299-17278661,Tmem191c,chr16,17276299,17278661,0.008725029,1.148480775,NA,NA,NA,NA
Lrrtm4/chr6:80018876-80024932,Lrrtm4,chr6,80018876,80024932,0.00875991,0.843475928,243499,2p12,80059,LRRTM4
Ahr/chr12:35497978-35534989,Ahr,chr12,35497978,35534989,0.008823039,0.83111334,11622,7p15,196,AHR
Kif22/chr7:127027730-127042420,Kif22,chr7,127027730,127042420,0.008860602,1.461647579,110033,16p11.2,3835,KIF22
Zfp428/chr7:24507086-24515682,Zfp428,chr7,24507086,24515682,0.008873899,1.163886264,232969,19q13.31,126299,ZNF428
Gpr62/chr9:106463959-106465940,Gpr62,chr9,106463959,106465940,0.008986293,1.292408758,436090,3p21.1,118442,GPR62
9130227L01Rik/chr1:55931240-55972098,9130227L01Rik,chr1,55931240,55972098,0.00899199,0.5025628,NA,NA,NA,NA
Pias1/chr9:62880076-62980879,Pias1,chr9,62880076,62980879,0.009023728,0.946691167,56469,15q,8554,PIAS1
Pcp4/chr16:96467605-96525793,Pcp4,chr16,96467605,96525793,0.009035334,0.860615566,18546,21q22.2,5121,PCP4
Plk5/chr10:80356458-80365489,Plk5,chr10,80356458,80365489,0.009048491,1.293782508,216166,19p13.3,126520,PLK5
Dclre1a/chr19:56529160-56548222,Dclre1a,chr19,56529160,56548222,0.009114782,0.897896364,55947,10q25.1,9937,DCLRE1A
Reln/chr5:21884453-22344705,Reln,chr5,21884453,22344705,0.009258267,0.852321312,19699,7q22,5649,RELN
Rif1/chr2:52072836-52122381,Rif1,chr2,52072836,52122381,0.009259165,0.88728802,51869,2q23.3,55183,RIF1
Chd8/chr14:52198150-52237572,Chd8,chr14,52198150,52237572,0.009265567,0.928711612,67772,14q11.2,57680,CHD8
Zfp316/chr5:143249694-143270022,Zfp316,chr5,143249694,143270022,0.009349888,1.144205525,54201,7p22.1,100131017,ZNF316
Apol6/chr15:77045074-77057108,Apol6,chr15,77045074,77057108,0.009367955,1.365980543,71939,22q12.3,80830,APOL6
Cwh43/chr5:73406077-73453425,Cwh43,chr5,73406077,73453425,0.009424139,1.199643789,231293,4p11,80157,CWH43
Eif3h/chr15:51786562-51865461,Eif3h,chr15,51786562,51865461,0.009425006,0.915664116,68135,8q24.11,8667,EIF3H
Fbxo33/chr12:59200654-59219483,Fbxo33,chr12,59200654,59219483,0.009439957,0.871052922,70611,14q21.1,254170,FBXO33
St14/chr9:31088589-31131799,St14,chr9,31088589,31131799,0.009476263,1.383180839,19143,11q24-q25,6768,ST14
Abcc9/chr6:142587861-142702274,Abcc9,chr6,142587861,142702274,0.009505788,1.176319285,20928,12p12.1,10060,ABCC9
Lsg1/chr16:30561368-30587589,Lsg1,chr16,30561368,30587589,0.009540058,0.932170795,224092,3q29,55341,LSG1
Sgms1/chr19:32122726-32388454,Sgms1,chr19,32122726,32388454,0.009544046,1.176440597,208449,10q11.2,259230,SGMS1
Arhgap23/chr11:97450159-97502400,Arhgap23,chr11,97450159,97502400,0.009554986,1.144144823,58996,17q12,57636,ARHGAP23
Junb/chr8:84976908-84978748,Junb,chr8,84976908,84978748,0.009564387,0.531340017,16477,19p13.2,3726,JUNB
Pf4/chr5:90772434-90773383,Pf4,chr5,90772434,90773383,0.009575441,0.620921812,56744,4q12-q21,5196,PF4
Tle1/chr4:72117141-72200919,Tle1,chr4,72117141,72200919,0.009580818,0.806089464,21885,9q21.32,7088,TLE1
Prss35/chr9:86743632-86757506,Prss35,chr9,86743632,86757506,0.009636231,1.400841581,244954,6q14.2,167681,PRSS35
Psd3/chr8:67689081-67974574,Psd3,chr8,67689081,67974574,0.009696902,1.041372805,234353,8p21.3,23362,PSD3
Dis3l/chr9:64306755-64341257,Dis3l,chr9,64306755,64341257,0.009741083,0.93786948,213550,15q22.31,115752,DIS3L
BC016495/chr19:18632015-18652184,BC016495,chr19,18632015,18652184,0.00974364,1.185440628,NA,NA,NA,NA
Fank1/chr7:133776890-133881532,Fank1,chr7,133776890,133881532,0.009762845,0.865099933,66930,10q26.2,92565,FANK1
Tinagl1/chr4:130165599-130175122,Tinagl1,chr4,130165599,130175122,0.009815514,1.371227101,94242,1p35.2,64129,TINAGL1
Topbp1/chr9:103305326-103350427,Topbp1,chr9,103305326,103350427,0.009824846,0.925930041,235559,3q22.1,11073,TOPBP1
Esf1/chr2:140119880-140170558,Esf1,chr2,140119880,140170558,0.009838764,0.884246072,66580,20p12.1,51575,ESF1
Cited4/chr4:120666562-120667820,Cited4,chr4,120666562,120667820,0.009895709,1.565461251,56222,1p34.2,163732,CITED4
Zfp9/chr6:118461949-118479273,Zfp9,chr6,118461949,118479273,0.009897586,0.89236465,22750,10p11.1,219749,ZNF25
Acaa1a/chr9:119341293-119350295,Acaa1a,chr9,119341293,119350295,0.009920184,1.120044234,113868,3p22.2,30,ACAA1
Ppp6r1/chr7:4631494-4658950,Ppp6r1,chr7,4631494,4658950,0.009933657,1.079405519,243819,19q13.42,22870,PPP6R1
Gm20337/chr12:80942651-80945399,Gm20337,chr12,80942651,80945399,0.009975324,1.239220445,100504661,14,100289511,LOC100289511
Pik3r1/chr13:101680761-101768217,Pik3r1,chr13,101680761,101768217,0.01000907,1.13048265,18708,5q13.1,5295,PIK3R1
Pard3b/chr1:61638823-62642284,Pard3b,chr1,61638823,62642284,0.010028107,0.870991536,72823,2q33.3,117583,PARD3B
Gatsl3/chr11:4218250-4222409,Gatsl3,chr11,4218250,4222409,0.010072406,1.361271705,71962,22q12,652968,GATSL3
Cd8b1/chr6:71322811-71337451,Cd8b1,chr6,71322811,71337451,0.010102079,1.695896749,12526,2p12,926,CD8B
Aldh2/chr5:121567686-121593824,Aldh2,chr5,121567686,121593824,0.01015657,1.0953382,11669,12q24.2,217,ALDH2
Gm608/chr16:44173396-44227466,Gm608,chr16,44173396,44227466,0.010191472,0.936396362,207806,3q13.2,205717,KIAA2018
Umodl1/chr17:30954682-31010710,Umodl1,chr17,30954682,31010710,0.010241422,0.351527319,52020,21q22.3,89766,UMODL1
Krt12/chr11:99415663-99422259,Krt12,chr11,99415663,99422259,0.010258643,0.543069597,268482,17q12,3859,KRT12
Srrm3/chr5:135818105-135874772,Srrm3,chr5,135818105,135874772,0.010315047,1.146408502,58212,7q11.23,222183,SRRM3
