geneInfo,gene,Chr,Start,Stop,pvalsDel,FoldChange,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Uevld/chr7:46923215-46958518,Uevld,chr7,46923215,46958518,0.001286088,1.200168661,54122,11p15.1,55293,UEVLD
Igf1/chr10:87859055-87937047,Igf1,chr10,87859055,87937047,0.001314969,1.289045519,16000,12q23.2,3479,IGF1
Msl2/chr9:101100569-101104799,Msl2,chr9,101100569,101104799,0.001315648,1.136429095,77853,3q22.3,55167,MSL2
Rassf9/chr10:102512221-102546560,Rassf9,chr10,102512221,102546560,0.001317641,1.787136829,237504,12q21.31,9182,RASSF9
Rc3h2/chr2:37370070-37422903,Rc3h2,chr2,37370070,37422903,0.001318431,1.213250073,319817,9q34,54542,RC3H2
Msrb3/chr10:120781100-120898971,Msrb3,chr10,120781100,120898971,0.001320917,1.194400804,320183,12q14.3,253827,MSRB3
Dmap1/chr4:117674685-117682225,Dmap1,chr4,117674685,117682225,0.001337387,0.87568186,66233,1p34,55929,DMAP1
Dnajb5/chr4:42953093-42958732,Dnajb5,chr4,42953093,42958732,0.001340686,0.729318958,56323,9p13.3,25822,DNAJB5
Spns1/chr7:126370059-126377934,Spns1,chr7,126370059,126377934,0.001342046,0.92750482,73658,16p11.2,83985,SPNS1
Gatad1/chr5:3639960-3647936,Gatad1,chr5,3639960,3647936,0.001350276,1.166202178,67210,7q21-q22,57798,GATAD1
Arid5a/chr1:36307732-36324029,Arid5a,chr1,36307732,36324029,0.001371286,0.793319136,214855,2q11.2,10865,ARID5A
Ubxn2b/chr4:6191104-6219788,Ubxn2b,chr4,6191104,6219788,0.001374228,1.125836617,68053,8q12.1,137886,UBXN2B
Atxn1/chr13:45549755-45964991,Atxn1,chr13,45549755,45964991,0.001389969,1.261197111,20238,6p23,6310,ATXN1
Tarbp2/chr15:102518191-102523676,Tarbp2,chr15,102518191,102523676,0.001423412,0.857847547,21357,12q12-q13,6895,TARBP2
Gad2/chr2:22622326-22693877,Gad2,chr2,22622326,22693877,0.00142456,1.18875174,14417,10p11.23,2572,GAD2
Nucks1/chr1:131910457-131936321,Nucks1,chr1,131910457,131936321,0.001426371,1.30146232,98415,1q32.1,64710,NUCKS1
Lmnb1/chr18:56707812-56753424,Lmnb1,chr18,56707812,56753424,0.001430581,1.144090725,16906,5q23.2,4001,LMNB1
Stxbp5/chr10:9755546-9901040,Stxbp5,chr10,9755546,9901040,0.001432183,1.103933404,78808,6q24.3,134957,STXBP5
Efcab3/chr11:105092218-105117537,Efcab3,chr11,105092218,105117537,0.001433902,1.492759409,70894,17q23.2,146779,EFCAB3
Lgr4/chr2:109917646-110014257,Lgr4,chr2,109917646,110014257,0.001450186,1.27489524,107515,11p14-p13,55366,LGR4
Stk19/chr17:34823992-34836903,Stk19,chr17,34823992,34836903,0.001454235,0.894512022,54402,6p21.3,8859,STK19
Kndc1/chr7:139894695-139941540,Kndc1,chr7,139894695,139941540,0.00146292,0.85747211,76484,10q26.3,85442,KNDC1
Btbd3/chr2:138256583-138287422,Btbd3,chr2,138256583,138287422,0.001476635,1.138153614,228662,20p12.2,22903,BTBD3
Pde3b/chr7:114415253-114537937,Pde3b,chr7,114415253,114537937,0.001478936,1.177805939,18576,11p15.1,5140,PDE3B
Fam98b/chr2:117249738-117271540,Fam98b,chr2,117249738,117271540,0.001481042,1.12777906,68215,15q14,283742,FAM98B
Naa30/chr14:49172226-49191031,Naa30,chr14,49172226,49191031,0.001503687,1.202527715,70646,14q22.3,122830,NAA30
Rbms1/chr2:60751952-60963204,Rbms1,chr2,60751952,60963204,0.001505991,1.164078264,56878,2q24.2,5937,RBMS1
Ahcyl1/chr3:107663119-107696548,Ahcyl1,chr3,107663119,107696548,0.001510237,1.111749858,229709,1p13.2,10768,AHCYL1
Rrp8/chr7:105731729-105737385,Rrp8,chr7,105731729,105737385,0.001517913,0.814733789,101867,11p15.4,23378,RRP8
Lin7a/chr10:107271830-107425143,Lin7a,chr10,107271830,107425143,0.001534827,1.137000214,108030,12q21,8825,LIN7A
Lrrc58/chr16:37868399-37888857,Lrrc58,chr16,37868399,37888857,0.001547924,1.282063203,320184,3q13.33,116064,LRRC58
B3galt1/chr2:68117712-68122690,B3galt1,chr2,68117712,68122690,0.001560628,1.162897553,26877,2q24.3,8708,B3GALT1
Tmub2/chr11:102284960-102289424,Tmub2,chr11,102284960,102289424,0.001575807,0.881677095,72053,17q21.31,79089,TMUB2
Pllp/chr8:94674894-94696242,Pllp,chr8,94674894,94696242,0.001576149,0.894159742,67801,16q13,51090,PLLP
Zfp708/chr13:67069397-67097976,Zfp708,chr13,67069397,67097976,0.001577159,1.333124144,432769,19,7562,ZNF708
Ids/chrX:70343069-70365085,Ids,chrX,70343069,70365085,0.001584369,1.190369415,15931,Xq28,3423,IDS
Slc27a5/chr7:12988345-12998192,Slc27a5,chr7,12988345,12998192,0.001588763,0.469264302,26459,19q13.43,10998,SLC27A5
Chid1/chr7:141493135-141539857,Chid1,chr7,141493135,141539857,0.001615088,0.854817764,68038,11p15.5,66005,CHID1
Ppp2r5a/chr1:191351980-191397041,Ppp2r5a,chr1,191351980,191397041,0.001618395,1.127533723,226849,1q32.2-q32.3,5525,PPP2R5A
Tmed7/chr18:46585927-46597535,Tmed7,chr18,46585927,46597535,0.001624994,1.18591271,66676,5q22.3,51014,TMED7
LOC106740/chr17:14947735-14948823,LOC106740,chr17,14947735,14948823,0.001626982,1.190238656,NA,NA,NA,NA
Npy1r/chr8:66697421-66706798,Npy1r,chr8,66697421,66706798,0.001627486,1.227350845,18166,4q31.3-q32,4886,NPY1R
Zdhhc20/chr14:57832701-57890262,Zdhhc20,chr14,57832701,57890262,0.00163158,1.149927959,75965,13q12.11,253832,ZDHHC20
Fam33a/chr11:87109260-87122974,Fam33a,chr11,87109260,87122974,0.001642063,1.10071681,NA,NA,NA,NA
March1/chr8:65618039-66471637,1-Mar,chr8,65618039,66471637,0.001645568,1.182698012,72925,4q32.2,55016,1-Mar
Manea/chr4:26324505-26346652,Manea,chr4,26324505,26346652,0.001645791,1.225685652,242362,6q16.1,79694,MANEA
Senp5/chr16:31959669-32003287,Senp5,chr16,31959669,32003287,0.001662425,1.097195162,320213,3q29,205564,SENP5
Csnk1d/chr11:120961740-120991333,Csnk1d,chr11,120961740,120991333,0.001677378,0.919303555,104318,17q25,1453,CSNK1D
Plk3/chr4:117128654-117133952,Plk3,chr4,117128654,117133952,0.001679333,0.668589796,12795,1p34.1,1263,PLK3
Rnf41/chr10:128411615-128441441,Rnf41,chr10,128411615,128441441,0.001687497,0.833903381,67588,12q13.13,10193,RNF41
Zdhhc21/chr4:82798737-82859661,Zdhhc21,chr4,82798737,82859661,0.001691248,1.196886515,68268,9p22.3,340481,ZDHHC21
Kcnj15/chr16:95257650-95300258,Kcnj15,chr16,95257650,95300258,0.001693172,0.638115285,16516,21q22.2,3772,KCNJ15
Traf5/chr1:192054349-192092564,Traf5,chr1,192054349,192092564,0.001732748,0.584925557,22033,1q32,7188,TRAF5
Rlim/chrX:103957166-103981284,Rlim,chrX,103957166,103981284,0.001778439,1.138962903,19820,Xq13-q21,51132,RLIM
Nedd9/chr13:41309915-41487320,Nedd9,chr13,41309915,41487320,0.001813345,0.721523199,18003,6p25-p24,4739,NEDD9
Abi2/chr1:60409618-60481163,Abi2,chr1,60409618,60481163,0.001818202,1.177430115,329165,2q33,10152,ABI2
Gfpt2/chr11:49794154-49838620,Gfpt2,chr11,49794154,49838620,0.001834966,1.411280428,14584,5q34-q35,9945,GFPT2
Rbm12/chr2:156094881-156111965,Rbm12,chr2,156094881,156111965,0.001849433,0.881140706,75710,20q11.21,10137,RBM12
Sap30bp/chr11:115933658-115965534,Sap30bp,chr11,115933658,115965534,0.001867611,0.919051625,57230,17q25.1,29115,SAP30BP
Fbxo11/chr17:87990858-88065285,Fbxo11,chr17,87990858,88065285,0.001878092,1.143178482,225055,2p16.3,80204,FBXO11
Pnma3/chrX:73064786-73068191,Pnma3,chrX,73064786,73068191,0.001900548,0.805747257,245468,Xq28,29944,PNMA3
Homer1/chr13:93304494-93404962,Homer1,chr13,93304494,93404962,0.001906632,1.271149947,26556,5q14.2,9456,HOMER1
Tram1/chr1:13564701-13589864,Tram1,chr1,13564701,13589864,0.001911002,1.24155414,72265,8q13.3,23471,TRAM1
Tmem136/chr9:43108652-43116570,Tmem136,chr9,43108652,43116570,0.001922401,1.137309739,235300,11q23.3,219902,TMEM136
Foxg1/chr12:49382882-49386867,Foxg1,chr12,49382882,49386867,0.001933429,1.089012063,15228,14q13,2290,FOXG1
Mbnl1/chr3:60472829-60629748,Mbnl1,chr3,60472829,60629748,0.001934779,1.160519013,56758,3q25,4154,MBNL1
H2afy/chr13:56073621-56135550,H2afy,chr13,56073621,56135550,0.001943321,0.893476978,26914,5q31.1,9555,H2AFY
Gm6222/chrX:103762916-103763545,Gm6222,chrX,103762916,103763545,0.001949454,1.305120236,NA,NA,NA,NA
Dnahc5/chr15:28203765-28472045,Dnahc5,chr15,28203765,28472045,0.001949957,0.759949603,110082,5p15.2,1767,DNAH5
Adipor2/chr6:119353149-119417483,Adipor2,chr6,119353149,119417483,0.001950435,0.804103851,68465,12p13.31,79602,ADIPOR2
Camkk1/chr11:73019007-73042065,Camkk1,chr11,73019007,73042065,0.001968889,0.844449507,55984,17p13.2,84254,CAMKK1
Zbtb9/chr17:26973178-26976203,Zbtb9,chr17,26973178,26976203,0.001970773,0.871198868,474156,6p21.32,221504,ZBTB9
Hspb7/chr4:141420778-141425310,Hspb7,chr4,141420778,141425310,0.001979149,0.615422885,29818,1p36.23-p34.3,27129,HSPB7
AI597468/chr10:85102626-85117747,AI597468,chr10,85102626,85117747,0.00199921,1.249422021,103266,12q23.3,90488,C12orf23
Tbr1/chr2:61804452-61814113,Tbr1,chr2,61804452,61814113,0.002024444,1.195201082,21375,2q24,10716,TBR1
Eps15/chr4:109280274-109387816,Eps15,chr4,109280274,109387816,0.002028227,1.109787647,13858,1p32,2060,EPS15
Golga4/chr9:118506317-118582519,Golga4,chr9,118506317,118582519,0.00203591,1.078054273,54214,3p22-p21.3,2803,GOLGA4
Vamp3/chr4:151047304-151057953,Vamp3,chr4,151047304,151057953,0.002053561,1.107618341,22319,1p36.23,9341,VAMP3
C80913/chr7:37959991-38019552,C80913,chr7,37959991,38019552,0.002058937,1.142131701,NA,NA,NA,NA
Pard6g/chr18:80046894-80119640,Pard6g,chr18,80046894,80119640,0.002065127,1.392437659,93737,18q23,84552,PARD6G
Klf8/chrX:153238044-153396134,Klf8,chrX,153238044,153396134,0.00206839,1.348403354,245671,Xp11.21,11279,KLF8
Stx1a/chr5:135023571-135051099,Stx1a,chr5,135023571,135051099,0.002069808,0.900163875,20907,7q11.23,6804,STX1A
Plag1/chr4:3901157-3938405,Plag1,chr4,3901157,3938405,0.002077281,1.372927977,56711,8q12,5324,PLAG1
March3/chr18:56761715-56925548,3-Mar,chr18,56761715,56925548,0.002077326,0.688584471,320253,5q23.2,115123,3-Mar
Nrxn3/chr12:88722875-90334933,Nrxn3,chr12,88722875,90334933,0.002083112,1.186759285,18191,14q31,9369,NRXN3
Mitf/chr6:97807057-98021358,Mitf,chr6,97807057,98021358,0.002085376,1.195343181,17342,3p14.2-p14.1,4286,MITF
Csnk1g1/chr9:65909009-66045014,Csnk1g1,chr9,65909009,66045014,0.002103759,1.176421283,214897,15q22.1-q22.31,53944,CSNK1G1
Hecw1/chr13:14226437-14523226,Hecw1,chr13,14226437,14523226,0.002118921,1.207258962,94253,7p13,23072,HECW1
Add2/chr6:86078083-86119555,Add2,chr6,86078083,86119555,0.002141684,0.870221908,11519,2p13.3,119,ADD2
Nab2/chr10:127660917-127666703,Nab2,chr10,127660917,127666703,0.00214312,0.691318135,17937,12q13.3,4665,NAB2
Eif5b/chr1:37998009-38055579,Eif5b,chr1,37998009,38055579,0.002161778,1.128952552,226982,2q11.2,9669,EIF5B
1110008J03Rik/chr5:120609059-120612589,1110008J03Rik,chr5,120609059,120612589,0.002166791,0.792892143,100764,12q24.13,84934,C12orf52
Gclm/chr3:122245591-122266648,Gclm,chr3,122245591,122266648,0.002174275,1.171672833,14630,1p22.1,2730,GCLM
Edar/chr10:58600787-58675696,Edar,chr10,58600787,58675696,0.002181327,1.845242509,13608,2q13,10913,EDAR
2310010J17Rik/chr7:90124835-90129936,2310010J17Rik,chr7,90124835,90129936,0.002187828,1.491236261,NA,NA,NA,NA
Thrb/chr14:17660959-18038088,Thrb,chr14,17660959,18038088,0.002195416,1.195424674,21834,3p24.2,7068,THRB
Prc1/chr7:80294464-80316259,Prc1,chr7,80294464,80316259,0.002197787,1.357192559,233406,15q26.1,9055,PRC1
Arhgef4/chr1:34801721-34812754,Arhgef4,chr1,34801721,34812754,0.002220292,0.921927274,226970,2q22,50649,ARHGEF4
Fam160a2/chr7:105371210-105400054,Fam160a2,chr7,105371210,105400054,0.002230891,1.088549869,74349,11p15.4,84067,FAM160A2
Pde10a/chr17:8801744-8986648,Pde10a,chr17,8801744,8986648,0.002287403,1.878973966,23984,6q26,10846,PDE10A
Slc35e2/chr4:155601415-155623340,Slc35e2,chr4,155601415,155623340,0.002310795,1.158834947,320541,1p36.33,728661,SLC35E2B
Cd47/chr16:49855653-49911683,Cd47,chr16,49855653,49911683,0.002325692,1.459922883,16423,3q13.1-q13.2,961,CD47
Ptp4a1/chr1:30940302-30949755,Ptp4a1,chr1,30940302,30949755,0.002328223,1.192730972,19243,6q12,7803,PTP4A1
Thsd7a/chr6:12311607-12749253,Thsd7a,chr6,12311607,12749253,0.002345953,1.345628004,330267,7p21.3,221981,THSD7A
Fbxl17/chr17:63045951-63500580,Fbxl17,chr17,63045951,63500580,0.002346577,1.063937679,50758,5q21.3,64839,FBXL17
Lca5/chr9:83391354-83441127,Lca5,chr9,83391354,83441127,0.002363277,1.233347426,75782,6q14.1,167691,LCA5
Kcnj9/chr1:172321032-172329263,Kcnj9,chr1,172321032,172329263,0.00239619,0.884641154,16524,1q23.2,3765,KCNJ9
Ccdc155/chr7:45183675-45204892,Ccdc155,chr7,45183675,45204892,0.002405077,0.730107773,384619,19q13.33,147872,CCDC155
Sdc2/chr15:32920722-33034721,Sdc2,chr15,32920722,33034721,0.002405959,1.132412286,15529,8q22-q23,6383,SDC2
Taf1a/chr1:183388884-183410206,Taf1a,chr1,183388884,183410206,0.002446571,0.909850174,21339,1q42,9015,TAF1A
Spin1/chr13:51100897-51152546,Spin1,chr13,51100897,51152546,0.002448298,1.121004764,20729,9q22.1,10927,SPIN1
Lypd6/chr2:50066428-50193569,Lypd6,chr2,50066428,50193569,0.002458212,1.158178773,320343,2q23.2,130574,LYPD6
2900056M20Rik/chrX:152294827-152327493,2900056M20Rik,chrX,152294827,152327493,0.002497307,1.305889244,NA,NA,NA,NA
Rtkn/chr6:83135807-83152579,Rtkn,chr6,83135807,83152579,0.002515063,0.879509202,20166,2p13.1,6242,RTKN
Tmem44/chr16:30511854-30550578,Tmem44,chr16,30511854,30550578,0.002534388,0.844093264,224090,3q29,93109,TMEM44
Tbl2/chr5:135149710-135162662,Tbl2,chr5,135149710,135162662,0.002536353,1.07604251,27368,7q11.23,26608,TBL2
Fzd3/chr14:65192440-65262463,Fzd3,chr14,65192440,65262463,0.002542198,1.135410261,14365,8p21,7976,FZD3
Tyw3/chr3:154576519-154597098,Tyw3,chr3,154576519,154597098,0.0025865,1.09734961,209584,1p31.1,127253,TYW3
Ccdc80/chr16:45094052-45127924,Ccdc80,chr16,45094052,45127924,0.002587486,1.28122271,67896,3q13.2,151887,CCDC80
Sp3/chr2:72936431-72980446,Sp3,chr2,72936431,72980446,0.002596454,1.166766809,20687,2q31,6670,SP3
Dcaf10/chr4:45342100-45379722,Dcaf10,chr4,45342100,45379722,0.002601817,1.074274881,242418,9p13.2,79269,DCAF10
Msi2/chr11:88339381-88718267,Msi2,chr11,88339381,88718267,0.002617687,1.232836789,76626,17q22,124540,MSI2
Ugp2/chr11:21321140-21370879,Ugp2,chr11,21321140,21370879,0.002621126,1.153226957,216558,2p14-p13,7360,UGP2
Crip2/chr12:113140235-113145506,Crip2,chr12,113140235,113145506,0.002622977,0.892896605,68337,14q32.3,1397,CRIP2
Kdelr2/chr5:143403819-143421904,Kdelr2,chr5,143403819,143421904,0.002629008,1.165741506,66913,7p22.1,11014,KDELR2
Tmf1/chr6:97151949-97179124,Tmf1,chr6,97151949,97179124,0.002644232,1.176746388,232286,3p21-p12,7110,TMF1
Znhit1/chr5:136982200-136987882,Znhit1,chr5,136982200,136987882,0.002678096,0.792630736,70103,7q22.1,10467,ZNHIT1
Rc3h1/chr1:160906410-160974976,Rc3h1,chr1,160906410,160974976,0.002680426,1.348979365,381305,1q25.1,149041,RC3H1
Trafd1/chr5:121371724-121385615,Trafd1,chr5,121371724,121385615,0.002699693,0.847893412,231712,12q,10906,TRAFD1
Hipk3/chr2:104426481-104494489,Hipk3,chr2,104426481,104494489,0.002706846,1.213996556,15259,11p13,10114,HIPK3
Tbc1d12/chr19:38836578-38919923,Tbc1d12,chr19,38836578,38919923,0.002717562,1.190618322,209478,10q23.33,23232,TBC1D12
Sept1/chr7:127214441-127218445,1-Sep,chr7,127214441,127218445,0.002718772,0.427837391,54204,16p11.1,1731,1-Sep
Fmnl2/chr2:52857867-53134202,Fmnl2,chr2,52857867,53134202,0.002723049,1.161290707,71409,2q23.3,114793,FMNL2
Edn1/chr13:42301269-42307989,Edn1,chr13,42301269,42307989,0.002731003,1.620185702,13614,6p24.1,1906,EDN1
Gcap14/chr14:36874935-36968764,Gcap14,chr14,36874935,36968764,0.002737548,1.078925258,NA,NA,NA,NA
0610007L01Rik/chr5:130219743-130243765,0610007L01Rik,chr5,130219743,130243765,0.002743395,1.114090913,NA,NA,NA,NA
BC005537/chr13:24801656-24812899,BC005537,chr13,24801656,24812899,0.002754533,1.119597878,79555,6p22.3,81688,C6orf62
Pard6a/chr8:105701153-105703494,Pard6a,chr8,105701153,105703494,0.002765077,0.819018787,56513,16q22.1,50855,PARD6A
Gm8709/chr10:26673445-26674651,Gm8709,chr10,26673445,26674651,0.002768134,0.642018568,NA,NA,NA,NA
Zfp605/chr5:110110091-110129794,Zfp605,chr5,110110091,110129794,0.002772821,1.199948227,675812,12,100289635,ZNF605
Slc25a24/chr3:109123148-109168409,Slc25a24,chr3,109123148,109168409,0.002799114,1.294011675,229731,1p13.3,29957,SLC25A24
Sypl/chr12:32953944-32979502,Sypl,chr12,32953944,32979502,0.002811832,1.154411743,19027,7q22.3,6856,SYPL1
Klf6/chr13:5861488-5870393,Klf6,chr13,5861488,5870393,0.002815681,1.185019238,23849,10p15,1316,KLF6
Dync1li2/chr8:104417673-104443047,Dync1li2,chr8,104417673,104443047,0.002836757,1.090908185,234663,16q22.1,1783,DYNC1LI2
Tal1/chr4:115059526-115071755,Tal1,chr4,115059526,115071755,0.002837766,1.238638646,21349,1p32,6886,TAL1
Mtap2/chr1:66175328-66442583,Mtap2,chr1,66175328,66442583,0.002870189,1.196354994,NA,NA,NA,NA
Spsb1/chr4:149896283-149955006,Spsb1,chr4,149896283,149955006,0.002881152,0.812005292,74646,1p36.22,80176,SPSB1
Flrt3/chr2:140658197-140671476,Flrt3,chr2,140658197,140671476,0.00289161,1.27123795,71436,20p11,23767,FLRT3
Luc7l2/chr6:38551443-38609470,Luc7l2,chr6,38551443,38609470,0.002896595,1.159572946,192196,7q34,51631,LUC7L2
Bhlhe40/chr6:108660628-108666925,Bhlhe40,chr6,108660628,108666925,0.002897089,0.653078078,20893,3p26,8553,BHLHE40
Ift140/chr17:25016085-25099497,Ift140,chr17,25016085,25099497,0.002905327,0.873458978,106633,16p13.3,9742,IFT140
Mmd/chr11:90249475-90278573,Mmd,chr11,90249475,90278573,0.002906366,1.131907108,67468,17q,23531,MMD
Pard3b/chr1:61638823-62642284,Pard3b,chr1,61638823,62642284,0.002918167,1.198662346,72823,2q33.3,117583,PARD3B
Atxn3/chr12:101918900-101958243,Atxn3,chr12,101918900,101958243,0.002930519,1.129385036,110616,14q21,4287,ATXN3
2810432D09Rik/chr4:41712032-41713517,2810432D09Rik,chr4,41712032,41713517,0.002942025,0.825254088,NA,NA,NA,NA
9430015G10Rik/chr4:156109997-156127263,9430015G10Rik,chr4,156109997,156127263,0.002959867,0.871955776,230996,1p36.33,54991,C1orf159
Trim24/chr6:37870810-37966289,Trim24,chr6,37870810,37966289,0.00296005,1.089303096,21848,7q32-q34,8805,TRIM24
Itgb1/chr8:128685653-128733579,Itgb1,chr8,128685653,128733579,0.002976437,1.132492478,16412,10p11.2,3688,ITGB1
Rdh1/chr10:127759762-127768299,Rdh1,chr10,127759762,127768299,0.002996568,1.295911323,NA,NA,NA,NA
Bcar1/chr8:111710474-111743849,Bcar1,chr8,111710474,111743849,0.002999221,0.821083249,12927,16q23.1,9564,BCAR1
Lin7c/chr2:109890877-109900936,Lin7c,chr2,109890877,109900936,0.002999762,1.204594858,22343,11p14,55327,LIN7C
Fam199x/chrX:137049593-137082501,Fam199x,chrX,137049593,137082501,0.003071833,1.330379489,245622,Xq22.2,139231,FAM199X
Klf15/chr6:90462625-90475209,Klf15,chr6,90462625,90475209,0.003073984,0.71906587,66277,3q21.3,28999,KLF15
Ube3a/chr7:59228749-59306727,Ube3a,chr7,59228749,59306727,0.003076054,1.247396179,22215,15q11.2,7337,UBE3A
Dpf2/chr19:5897134-5912866,Dpf2,chr19,5897134,5912866,0.003077418,0.902338472,19708,11q13,5977,DPF2
Gm216/chr1:74362107-74369321,Gm216,chr1,74362107,74369321,0.00308164,1.234676036,241112,2q35,375307,C2orf62
Cyld/chr8:88697027-88751945,Cyld,chr8,88697027,88751945,0.003095379,1.133935715,74256,16q12.1,1540,CYLD
Supt5h/chr7:28314895-28338719,Supt5h,chr7,28314895,28338719,0.003102227,0.922100561,NA,NA,NA,NA
Dip2c/chr13:9276524-9668926,Dip2c,chr13,9276524,9668926,0.003109936,1.126919165,208440,10p15.3,22982,DIP2C
Klhl29/chr12:5077465-5375682,Klhl29,chr12,5077465,5375682,0.003120605,1.174902256,208439,2p24.1,114818,KLHL29
Ppig/chr2:69723087-69754059,Ppig,chr2,69723087,69754059,0.00312445,1.161594689,228005,2q31.1,9360,PPIG
Rabgap1l/chr1:160219173-160792938,Rabgap1l,chr1,160219173,160792938,0.003146258,1.14964437,29809,1q24,9910,RABGAP1L
Ddhd2/chr8:25725323-25754280,Ddhd2,chr8,25725323,25754280,0.003149781,1.111262696,72108,8p11.23,23259,DDHD2
Gng12/chr6:66896396-67021361,Gng12,chr6,66896396,67021361,0.003198823,1.10763344,14701,1p31.3,55970,GNG12
Usp29/chr7:6730740-6967220,Usp29,chr7,6730740,6967220,0.003201689,1.199133018,57775,19q13.43,57663,USP29
Sgol2/chr1:57985339-58026277,Sgol2,chr1,57985339,58026277,0.003203894,1.431563172,68549,2q33.1,151246,SGOL2
Alcam/chr16:52248995-52452997,Alcam,chr16,52248995,52452997,0.003212707,1.137395553,11658,3q13.1,214,ALCAM
B4galt6/chr18:20684598-20746404,B4galt6,chr18,20684598,20746404,0.003224245,1.125076889,56386,18q11,9331,B4GALT6
Akt3/chr1:177022114-177248767,Akt3,chr1,177022114,177248767,0.003239229,1.101147451,23797,1q44,10000,AKT3
Eif3a/chr19:60761115-60790693,Eif3a,chr19,60761115,60790693,0.003251824,1.096878219,13669,10q26,8661,EIF3A
Gabrb3/chr7:57590533-57828801,Gabrb3,chr7,57590533,57828801,0.00326527,1.121992718,14402,15q12,2562,GABRB3
Trim7/chr11:48826137-48850195,Trim7,chr11,48826137,48850195,0.003284724,0.701848418,94089,5q35.3,81786,TRIM7
Cggbp1/chr16:64852084-64859491,Cggbp1,chr16,64852084,64859491,0.003286393,1.216361762,106143,3p12-p11.1,8545,CGGBP1
Pdia4/chr6:47796140-47813512,Pdia4,chr6,47796140,47813512,0.003289235,1.234992564,12304,7q35,9601,PDIA4
Arl5a/chr2:52397950-52424874,Arl5a,chr2,52397950,52424874,0.003296038,1.294624618,75423,2q23.3,26225,ARL5A
Zc3h12c/chr9:52111984-52168111,Zc3h12c,chr9,52111984,52168111,0.00330205,1.296978178,244871,11q22.3,85463,ZC3H12C
1500004A13Rik/chr3:88822009-88832487,1500004A13Rik,chr3,88822009,88832487,0.003303053,0.853235813,NA,NA,NA,NA
Thap1/chr8:26158168-26164151,Thap1,chr8,26158168,26164151,0.003320293,1.267070987,73754,8p11.21,55145,THAP1
Klhl9/chr4:88718291-88722508,Klhl9,chr4,88718291,88722508,0.003345981,1.231686569,242521,9p22,55958,KLHL9
St8sia4/chr1:95587681-95667594,St8sia4,chr1,95587681,95667594,0.003349375,1.227172744,20452,5q21,7903,ST8SIA4
Gm13363/chr1:30941591-30949710,Gm13363,chr1,30941591,30949710,0.003363405,1.187872792,NA,NA,NA,NA
Bbx/chr16:50191843-50432389,Bbx,chr16,50191843,50432389,0.003372499,1.125347993,70508,3q13.1,56987,BBX
Gpbp1l1/chr4:116557726-116593882,Gpbp1l1,chr4,116557726,116593882,0.00339737,1.11800309,77110,1p34.1,60313,GPBP1L1
Uncx/chr5:139543897-139548178,Uncx,chr5,139543897,139548178,0.003423162,0.486830409,22255,7p22.3,340260,UNCX
Hmgb1/chr5:149047226-149053037,Hmgb1,chr5,149047226,149053037,0.003424195,1.097960271,15289,13q12,3146,HMGB1
Mars/chr10:127296220-127311786,Mars,chr10,127296220,127311786,0.003448044,0.908632204,216443,12q13,4141,MARS
Rictor/chr15:6708380-6800400,Rictor,chr15,6708380,6800400,0.003469743,1.09904946,78757,5p13.1,253260,RICTOR
Bmpr1a/chr14:34411067-34502546,Bmpr1a,chr14,34411067,34502546,0.003474721,1.198137867,12166,10q22.3,657,BMPR1A
