geneInfo,gene,Chr,Start,Stop,pvalsReciprocal,naturalLogBeta_Reciprocal,Mouse.EntrezGene.ID,Human.Chr,Human.EntrezGene.ID,Human.Symbol
Gata2/chr6:88198663-88207032,Gata2,chr6,88198663,88207032,0.006478656,0.219948227,14461,3q21.3,2624,GATA2
Mx1/chr16:97447034-97462905,Mx1,chr16,97447034,97462905,0.006502912,-0.631009058,17857,21q22.3,4600,MX2
Kank3/chr17:33810522-33822914,Kank3,chr17,33810522,33822914,0.006512682,0.143956376,80880,19p13.2,256949,KANK3
Ctdp1/chr18:80407958-80469667,Ctdp1,chr18,80407958,80469667,0.006570716,0.099667974,67655,18q23,9150,CTDP1
Nab2/chr10:127660917-127666703,Nab2,chr10,127660917,127666703,0.006586846,0.218925016,17937,12q13.3,4665,NAB2
Vezt/chr10:93968099-94035748,Vezt,chr10,93968099,94035748,0.006612278,-0.124533417,215008,12q22,55591,VEZT
Akt3/chr1:177022114-177248767,Akt3,chr1,177022114,177248767,0.006632012,-0.068657608,23797,1q44,10000,AKT3
Lrrtm3/chr10:63928496-64090255,Lrrtm3,chr10,63928496,64090255,0.006715054,-0.086918491,216028,10q21.3,347731,LRRTM3
Mid1/chrX:169685246-169990797,Mid1,chrX,169685246,169990797,0.006735008,1.130648003,17318,Xp22,4281,MID1
Usp35/chr7:97309379-97325964,Usp35,chr7,97309379,97325964,0.006800263,0.084241878,244144,11q14.1,57558,USP35
Prr16/chr18:51117897-51304641,Prr16,chr18,51117897,51304641,0.00682605,0.168708477,71373,5q23.1,51334,PRR16
Cdkn2c/chr4:109660875-109665372,Cdkn2c,chr4,109660875,109665372,0.006870655,0.217898318,12580,1p32,1031,CDKN2C
Cdh15/chr8:122848373-122867397,Cdh15,chr8,122848373,122867397,0.006876671,0.938623066,12555,16q24.3,1013,CDH15
1700030C10Rik/chr12:20804391-20815779,1700030C10Rik,chr12,20804391,20815779,0.006919845,0.406780025,NA,NA,NA,NA
Ttc12/chr9:49436960-49486225,Ttc12,chr9,49436960,49486225,0.006955505,0.215172543,235330,11q23.2,54970,TTC12
Ptger4/chr15:5233403-5243831,Ptger4,chr15,5233403,5243831,0.007008517,-0.307939231,19219,5p13.1,5734,PTGER4
Agxt2l1/chr3:130617447-130635750,Agxt2l1,chr3,130617447,130635750,0.007046179,0.752715098,71760,4q25,64850,AGXT2L1
Mtmr12/chr15:12205093-12272240,Mtmr12,chr15,12205093,12272240,0.007054089,0.106658009,268783,5p13.3,54545,MTMR12
Utp14b/chr1:78657824-78667601,Utp14b,chr1,78657824,78667601,0.00714484,0.125414928,NA,NA,NA,NA
Aurkb/chr11:69045642-69051662,Aurkb,chr11,69045642,69051662,0.007148291,0.27078572,20877,17p13.1,9212,AURKB
Uggt1/chr1:36140027-36244302,Uggt1,chr1,36140027,36244302,0.007227483,-0.049150516,320011,2q14.3,56886,UGGT1
5330426P16Rik/chr16:50726750-50732773,5330426P16Rik,chr16,50726750,50732773,0.00728046,-0.260766958,68190,3q13.12,344595,LOC344595
1190007F08Rik/chr4:154020469-154026044,1190007F08Rik,chr4,154020469,154026044,0.007339613,0.094233205,NA,NA,NA,NA
Flrt3/chr2:140658197-140671476,Flrt3,chr2,140658197,140671476,0.007364078,-0.159046641,71436,20p11,23767,FLRT3
Gm973/chr1:59516263-59634509,Gm973,chr1,59516263,59634509,0.007381138,0.144996991,381260,2,100652824,LOC100652824
Hexim1/chr11:103116324-103119724,Hexim1,chr11,103116324,103119724,0.007397691,-0.089300236,192231,17q21.31,10614,HEXIM1
Fbxo44/chr4:148152799-148160064,Fbxo44,chr4,148152799,148160064,0.007516901,0.23836897,230903,1p36.22,93611,FBXO44
Sgk1/chr10:21882183-21999902,Sgk1,chr10,21882183,21999902,0.007563327,0.393508336,20393,6q23,6446,SGK1
Cntrob/chr11:69299495-69323873,Cntrob,chr11,69299495,69323873,0.007584547,0.095769112,216846,17p13.1,116840,CNTROB
Lefty2/chr1:180893118-180899102,Lefty2,chr1,180893118,180899102,0.007597297,-0.377889359,320202,1q42.1,7044,LEFTY2
Fam203a/chr15:76368897-76371411,Fam203a,chr15,76368897,76371411,0.007654272,0.078166511,59053,8q24.3,51236,FAM203A
Ewsr1/chr11:5069687-5099077,Ewsr1,chr11,5069687,5099077,0.007655758,0.049744457,14030,22q12.2,2130,EWSR1
Flt3/chr5:147330741-147400489,Flt3,chr5,147330741,147400489,0.007679664,0.130487323,14255,13q12,2322,FLT3
Gls2/chr10:128194634-128210004,Gls2,chr10,128194634,128210004,0.007748842,0.068813784,216456,12q13,27165,GLS2
Pdcd6ip/chr9:113651743-113708259,Pdcd6ip,chr9,113651743,113708259,0.007756807,-0.040400631,18571,3p22.3,10015,PDCD6IP
Car12/chr9:66713685-66766845,Car12,chr9,66713685,66766845,0.00777774,-0.207783204,76459,15q22,771,CA12
Adipor2/chr6:119353149-119417483,Adipor2,chr6,119353149,119417483,0.007826431,0.150589689,68465,12p13.31,79602,ADIPOR2
Fbxo5/chr10:5799157-5805465,Fbxo5,chr10,5799157,5805465,0.007843835,-0.268501521,67141,6q25.2,26271,FBXO5
F3/chr3:121723536-121735052,F3,chr3,121723536,121735052,0.007851526,0.180235623,14066,1p22-p21,2152,F3
Gm4902/chr14:59320963-59341330,Gm4902,chr14,59320963,59341330,0.007890305,-0.516683907,NA,NA,NA,NA
Zswim4/chr8:84210941-84237042,Zswim4,chr8,84210941,84237042,0.00797302,0.146141881,212168,19p13.13,65249,ZSWIM4
Nhs/chrX:161836267-162159790,Nhs,chrX,161836267,162159790,0.007974269,-0.196648637,195727,Xp22.13,4810,NHS
Arid5a/chr1:36307732-36324029,Arid5a,chr1,36307732,36324029,0.008102734,0.163017037,214855,2q11.2,10865,ARID5A
Hecw2/chr1:53806873-54195034,Hecw2,chr1,53806873,54195034,0.008117548,0.193729638,329152,2q32.3,57520,HECW2
Rnf39/chr17:36943050-36947986,Rnf39,chr17,36943050,36947986,0.008165882,0.221850077,386454,6p21.3,80352,RNF39
I830077J02Rik/chr3:105925890-105932664,I830077J02Rik,chr3,105925890,105932664,0.008195593,-0.383084366,433638,1p13.2,128346,C1orf162
Gm608/chr16:44173396-44227466,Gm608,chr16,44173396,44227466,0.008224371,-0.07219102,207806,3q13.2,205717,KIAA2018
Wnt2/chr6:17988939-18030445,Wnt2,chr6,17988939,18030445,0.008249555,-0.257780834,22413,7q31.2,7472,WNT2
Trp53inp1/chr4:11156440-11174377,Trp53inp1,chr4,11156440,11174377,0.00833955,0.124170242,60599,8q22,94241,TP53INP1
Shf/chr2:122348891-122368918,Shf,chr2,122348891,122368918,0.008386934,0.088958749,435684,15q21.1,90525,SHF
Bace1/chr9:45838528-45862484,Bace1,chr9,45838528,45862484,0.008400875,-0.066757926,23821,11q23.2-q23.3,23621,BACE1
Kcnj2/chr11:111066163-111076825,Kcnj2,chr11,111066163,111076825,0.008450717,-0.287683107,16518,17q24.3,3759,KCNJ2
Thbs2/chr17:14665499-14694262,Thbs2,chr17,14665499,14694262,0.008495822,-0.105805554,21826,6q27,7058,THBS2
Mustn1/chr14:30879256-30881610,Mustn1,chr14,30879256,30881610,0.008498299,-0.247486519,66175,3p21.1,389125,MUSTN1
Tmem108/chr9:103482935-103761837,Tmem108,chr9,103482935,103761837,0.008523718,-0.155471449,81907,3q21,66000,TMEM108
Arl15/chr13:113794507-114157461,Arl15,chr13,113794507,114157461,0.008534157,-0.09673524,218639,5p15.2,54622,ARL15
Iqcj-schip1/chr3:67892219-68626482,Iqcj-schip1,chr3,67892219,68626482,0.008555113,-0.0837875,NA,NA,NA,NA
Dnahc7b/chr1:46066737-46373550,Dnahc7b,chr1,46066737,46373550,0.008597669,0.443816772,NA,NA,NA,NA
Qrich1/chr9:108517086-108560167,Qrich1,chr9,108517086,108560167,0.008630817,-0.047349584,69232,3p21.31,54870,QRICH1
Siglec5/chr7:43351404-43359470,Siglec5,chr7,43351404,43359470,0.00864022,0.340460205,233186,19q13.3,8778,SIGLEC5
Msrb3/chr10:120781100-120898971,Msrb3,chr10,120781100,120898971,0.008687697,-0.12475965,320183,12q14.3,253827,MSRB3
Tbc1d1/chr5:64160210-64351486,Tbc1d1,chr5,64160210,64351486,0.008832723,-0.112614889,57915,4p14,23216,TBC1D1
9930013L23Rik/chr7:83932856-84086505,9930013L23Rik,chr7,83932856,84086505,0.008899744,-0.144252383,80982,15q24,57214,KIAA1199
St6galnac3/chr3:153202508-153725133,St6galnac3,chr3,153202508,153725133,0.009029254,0.145275067,20447,1p31.1,256435,ST6GALNAC3
Gpr176/chr2:118277097-118373419,Gpr176,chr2,118277097,118373419,0.00904617,-0.106578362,381413,15q14-q15.1,11245,GPR176
Cobl/chr11:12236675-12464960,Cobl,chr11,12236675,12464960,0.009115471,-0.111855165,12808,7p12.1,23242,COBL
Nfkbia/chr12:55489408-55492647,Nfkbia,chr12,55489408,55492647,0.00916249,0.202579681,18035,14q13,4792,NFKBIA
Tmeff2/chr1:50927522-51187270,Tmeff2,chr1,50927522,51187270,0.00918376,-0.076575206,56363,2q32.3,23671,TMEFF2
Msc/chr1:14753345-14755966,Msc,chr1,14753345,14755966,0.009194712,-0.187025597,17681,8q21,9242,MSC
Igfbp6/chr15:102144185-102149512,Igfbp6,chr15,102144185,102149512,0.009270239,0.095308199,16012,12q13,3489,IGFBP6
Sec61b/chr4:47474660-47483233,Sec61b,chr4,47474660,47483233,0.009304912,0.075288761,66212,9q22.32-q31.3,10952,SEC61B
C77370/chrX:104077434-104201117,C77370,chrX,104077434,104201117,0.009313576,-0.107788728,245555,Xq13.3,340533,KIAA2022
Kcnk4/chr19:6925689-6934515,Kcnk4,chr19,6925689,6934515,0.009335745,0.079727226,16528,11q13,50801,KCNK4
Gjd2/chr2:114009600-114013619,Gjd2,chr2,114009600,114013619,0.009412695,-0.184990466,14617,15q14,57369,GJD2
Ms4a6d/chr19:11586605-11604804,Ms4a6d,chr19,11586605,11604804,0.009461001,-0.302589747,68774,11q12.1,64231,MS4A6A
Arhgef33/chr17:80307406-80388689,Arhgef33,chr17,80307406,80388689,0.009471647,0.305592103,381112,2,100271715,ARHGEF33
2810011L19Rik/chr12:105336593-105383932,2810011L19Rik,chr12,105336593,105383932,0.009512174,-0.146348455,69952,14,100507043,LINC00617
Inhbe/chr10:127349401-127351772,Inhbe,chr10,127349401,127351772,0.009626312,-0.370766935,16326,12q13.3,83729,INHBE
Lrch1/chr14:74754672-74947877,Lrch1,chr14,74754672,74947877,0.009681997,-0.09041618,380916,13q14.11,23143,LRCH1
Caprin2/chr6:148842511-148896126,Caprin2,chr6,148842511,148896126,0.009718272,0.167194817,232560,12p11,65981,CAPRIN2
Sorbs1/chr19:40292039-40513812,Sorbs1,chr19,40292039,40513812,0.009761848,-0.066214232,20411,10q23.33,10580,SORBS1
Spata2/chr2:167481135-167492874,Spata2,chr2,167481135,167492874,0.009769996,0.065681359,263876,20q13.13,9825,SPATA2
Trim13/chr14:61598225-61605945,Trim13,chr14,61598225,61605945,0.009816253,-0.108298412,66597,13q14,10206,TRIM13
2010315B03Rik/chr9:124291803-124312694,2010315B03Rik,chr9,124291803,124312694,0.009946862,0.203079873,NA,NA,NA,NA
Tmem169/chr1:72284372-72302995,Tmem169,chr1,72284372,72302995,0.010026425,-0.075221199,271711,2q35,92691,TMEM169
Adamts18/chr8:113698136-113848839,Adamts18,chr8,113698136,113848839,0.010064179,-0.247943247,208936,16q23,170692,ADAMTS18
6530411M01Rik/chr17:9147718-9168022,6530411M01Rik,chr17,9147718,9168022,0.01006517,-0.424275755,NA,NA,NA,NA
Adcy3/chr12:4133396-4213524,Adcy3,chr12,4133396,4213524,0.010095562,-0.067303457,104111,2p23.3,109,ADCY3
4933406C10Rik/chr12:32919383-32953789,4933406C10Rik,chr12,32919383,32953789,0.010114702,0.324931222,NA,NA,NA,NA
Aldh1l1/chr6:90550847-90599171,Aldh1l1,chr6,90550847,90599171,0.010210921,0.109480071,107747,3q21.3,10840,ALDH1L1
Chodl/chr16:78930947-78951728,Chodl,chr16,78930947,78951728,0.010310851,-0.36002666,246048,21q11.2,140578,CHODL
Gria1/chr11:57011617-57330244,Gria1,chr11,57011617,57330244,0.010384717,-0.049392159,14799,5q31.1,2890,GRIA1
Krt18/chr15:102028215-102032026,Krt18,chr15,102028215,102032026,0.010409671,0.728047644,16668,12q13,3875,KRT18
Dusp15/chr2:152940994-152951582,Dusp15,chr2,152940994,152951582,0.010485416,-0.090062553,252864,20q11.21,128853,DUSP15
AI467606/chr7:127091435-127094049,AI467606,chr7,127091435,127094049,0.010536953,0.387533504,101602,16p11.2,283897,C16orf54
Sfn/chr4:133600555-133602168,Sfn,chr4,133600555,133602168,0.010567485,0.598668699,55948,1p36.11,2810,SFN
Cd82/chr2:93419111-93462946,Cd82,chr2,93419111,93462946,0.010647124,0.117480502,12521,11p11.2,3732,CD82
Pthlh/chr6:147252109-147264085,Pthlh,chr6,147252109,147264085,0.010699238,-0.205962557,19227,12p12.1-p11.2,5744,PTHLH
Gm410/chr3:57667421-57692537,Gm410,chr3,57667421,57692537,0.010809503,0.236521269,242037,3q25.1,389161,ANKUB1
4833424O15Rik/chr3:117575460-117689506,4833424O15Rik,chr3,117575460,117689506,0.010962057,-0.098372077,75769,1p21.3,163404,LPPR5
Gja5/chr3:97032415-97053634,Gja5,chr3,97032415,97053634,0.010986061,0.372320642,14613,1q21.1,2702,GJA5
1600029D21Rik/chr9:50494524-50505639,1600029D21Rik,chr9,50494524,50505639,0.010990311,-0.352326868,76509,11q23.1,349633,C11orf34
Rabggta/chr14:55715876-55722176,Rabggta,chr14,55715876,55722176,0.010991855,0.06037483,56187,14q11.2,5875,RABGGTA
Hyls1/chr9:35560820-35570069,Hyls1,chr9,35560820,35570069,0.011039021,-0.133598114,76832,11q24.2,219844,HYLS1
Barx2/chr9:31846043-31913285,Barx2,chr9,31846043,31913285,0.01106755,-0.163298644,12023,11q25,8538,BARX2
Syt10/chr15:89782392-89841860,Syt10,chr15,89782392,89841860,0.011094823,-0.256201831,54526,12p11.1,341359,SYT10
Phf15/chr11:51813455-51857481,Phf15,chr11,51813455,51857481,0.011129058,0.127586903,76901,5q31.1,23338,PHF15
Ninl/chr2:150934518-151009398,Ninl,chr2,150934518,151009398,0.011171377,0.158926241,78177,20p11.22-p11.1,22981,NINL
Zdhhc3/chr9:123072309-123113205,Zdhhc3,chr9,123072309,123113205,0.011199852,-0.044086108,69035,3p21.31,51304,ZDHHC3
Prss30/chr17:23972126-23975230,Prss30,chr17,23972126,23975230,0.011261772,-0.59523955,30943,16p13.3,124221,PRSS30P
Hapln2/chr3:88021749-88027511,Hapln2,chr3,88021749,88027511,0.011286149,0.16618188,73940,1q23.1,60484,HAPLN2
Tyr/chr7:87427404-87493411,Tyr,chr7,87427404,87493411,0.011301942,-0.767410935,22173,11q14-q21,7299,TYR
Tll1/chr8:64014769-64205993,Tll1,chr8,64014769,64205993,0.011381179,-0.157246917,21892,4q32-q33,7092,TLL1
Cib1/chr7:80227159-80232616,Cib1,chr7,80227159,80232616,0.011399652,0.140721692,23991,15q25.3-q26,10519,CIB1
Trip12/chr1:84721188-84839304,Trip12,chr1,84721188,84839304,0.011505537,-0.041010341,14897,2q36.3,9320,TRIP12
Tctn1/chr5:122241514-122264460,Tctn1,chr5,122241514,122264460,0.011568609,0.105303012,654470,12q24.11,79600,TCTN1
Cd34/chr1:194938820-194961292,Cd34,chr1,194938820,194961292,0.011600292,0.122039151,12490,1q32,947,CD34
Gmppa/chr1:75435942-75443176,Gmppa,chr1,75435942,75443176,0.011620534,0.074225463,69080,2q35,29926,GMPPA
Nkx3-1/chr14:69190691-69194658,Nkx3-1,chr14,69190691,69194658,0.011628186,-0.264870543,18095,8p21.2,4824,NKX3-1
Lrrc3b/chr14:15357515-15438987,Lrrc3b,chr14,15357515,15438987,0.011652354,-0.102464197,218763,3p24,116135,LRRC3B
Efcab4a/chr7:141461093-141466602,Efcab4a,chr7,141461093,141466602,0.01167674,0.187220747,213573,11p15.5,283229,EFCAB4A
Oxtr/chr6:112473683-112489808,Oxtr,chr6,112473683,112489808,0.011697892,-0.186042327,18430,3p25,5021,OXTR
Fzd5/chr1:64730557-64737750,Fzd5,chr1,64730557,64737750,0.011701652,-0.212657239,14367,2q33.3,7855,FZD5
Zfp9/chr6:118461949-118479273,Zfp9,chr6,118461949,118479273,0.011704861,-0.073158334,22750,10p11.1,219749,ZNF25
Arhgap28/chr17:67842707-68004108,Arhgap28,chr17,67842707,68004108,0.011755691,-0.479481885,268970,18p11.31,79822,ARHGAP28
Zfp867/chr11:59461196-59472474,Zfp867,chr11,59461196,59472474,0.011764343,-0.211848709,237775,19p13.2,199692,ZNF627
Dbndd1/chr8:123504717-123515455,Dbndd1,chr8,123504717,123515455,0.011786062,0.112143047,72185,16q24.3,79007,DBNDD1
Pak7/chr2:136081087-136387967,Pak7,chr2,136081087,136387967,0.011802078,0.163940986,241656,20p12,57144,PAK7
Azi1/chr11:120064429-120086827,Azi1,chr11,120064429,120086827,0.011860811,0.085586716,12009,17q25.3,22994,AZI1
Gpr21/chr2:37516625-37519281,Gpr21,chr2,37516625,37519281,0.012053271,-0.222963913,338346,9q33,2844,GPR21
Gpt2/chr8:85492616-85527558,Gpt2,chr8,85492616,85527558,0.012074527,0.122907581,108682,16q12.1,84706,GPT2
Rin2/chr2:145786115-145887616,Rin2,chr2,145786115,145887616,0.01212405,0.132791967,74030,20p11.22,54453,RIN2
Plxna2/chr1:194619828-194816868,Plxna2,chr1,194619828,194816868,0.012130087,-0.048916808,18845,1q32.2,5362,PLXNA2
Smad3/chr9:63646766-63757994,Smad3,chr9,63646766,63757994,0.012249217,-0.130365555,17127,15q22.33,4088,SMAD3
Igf1/chr10:87859055-87937047,Igf1,chr10,87859055,87937047,0.012259144,-0.138875047,16000,12q23.2,3479,IGF1
Prrc2c/chr1:162671784-162740556,Prrc2c,chr1,162671784,162740556,0.012261163,-0.055017498,226562,1q23.3,23215,PRRC2C
Adamts8/chr9:30942562-30962858,Adamts8,chr9,30942562,30962858,0.012278087,-0.170588245,30806,11q25,11095,ADAMTS8
Homer1/chr13:93304494-93404962,Homer1,chr13,93304494,93404962,0.012335063,-0.150172311,26556,5q14.2,9456,HOMER1
2700054A10Rik/chr17:13487020-13554094,2700054A10Rik,chr17,13487020,13554094,0.01233953,0.186507651,NA,NA,NA,NA
Trim68/chr7:102677579-102687326,Trim68,chr7,102677579,102687326,0.012406333,0.135456779,101700,11p15.4,55128,TRIM68
Zpbp/chr11:11280039-11462419,Zpbp,chr11,11280039,11462419,0.012427037,0.194576076,53604,7p14.3,11055,ZPBP
Eif2c1/chr4:126435012-126468421,Eif2c1,chr4,126435012,126468421,0.012432735,-0.025678531,NA,NA,NA,NA
Lass6/chr2:68861556-69111290,Lass6,chr2,68861556,69111290,0.012447278,-0.118752615,NA,NA,NA,NA
Calu/chr6:29348118-29376675,Calu,chr6,29348118,29376675,0.012449185,-0.048085725,12321,7q32.1,813,CALU
6430550D23Rik/chr2:156000442-156007977,6430550D23Rik,chr2,156000442,156007977,0.012459246,0.272181033,320095,20q11.22,140873,C20orf173
Arhgap1/chr2:91650117-91672320,Arhgap1,chr2,91650117,91672320,0.012506657,-0.050818763,228359,11p11.2,392,ARHGAP1
Repin1/chr6:48593882-48599082,Repin1,chr6,48593882,48599082,0.012538463,0.095490741,58887,7q36.1,29803,REPIN1
D19Ertd386e/chr19:42518804-42592256,D19Ertd386e,chr19,42518804,42592256,0.012599884,-0.061720849,NA,NA,NA,NA
Gm9855/chr10:82629841-82650277,Gm9855,chr10,82629841,82650277,0.01269818,-0.14336781,NA,NA,NA,NA
G3bp1/chr11:55469751-55500887,G3bp1,chr11,55469751,55500887,0.012704799,-0.04390884,27041,5q33.1,10146,G3BP1
Plxnc1/chr10:94790865-94944578,Plxnc1,chr10,94790865,94944578,0.012741907,-0.057026619,54712,12q23.3,10154,PLXNC1
Chka/chr19:3851772-3894367,Chka,chr19,3851772,3894367,0.012932168,0.086397494,12660,11q13.2,1119,CHKA
Lrguk/chr6:34029447-34134034,Lrguk,chr6,34029447,34134034,0.012936867,0.361278823,74354,7q33,136332,LRGUK
E4f1/chr17:24443778-24455311,E4f1,chr17,24443778,24455311,0.01298444,0.124781437,13560,16p13.3,1877,E4F1
Ccdc120/chrX:7731713-7741324,Ccdc120,chrX,7731713,7741324,0.013009392,0.09198766,54648,Xp11.23,90060,CCDC120
Pcsk4/chr10:80321282-80329473,Pcsk4,chr10,80321282,80329473,0.013009513,0.178449664,18551,19p13.3,54760,PCSK4
Tcerg1l/chr7:138208971-138397730,Tcerg1l,chr7,138208971,138397730,0.013019241,-0.110687872,70571,10q26.3,256536,TCERG1L
Lyst/chr13:13590408-13777440,Lyst,chr13,13590408,13777440,0.013105157,-0.156856574,17101,1q42.1-q42.2,1130,LYST
Trim9/chr12:70244534-70347614,Trim9,chr12,70244534,70347614,0.013165854,-0.097155692,94090,14q22.1,114088,TRIM9
Slc35a5/chr16:45139572-45158673,Slc35a5,chr16,45139572,45158673,0.013174425,0.107201805,74102,3q13.2,55032,SLC35A5
Pycr1/chr11:120635711-120643670,Pycr1,chr11,120635711,120643670,0.013184318,0.137055561,209027,17q25.3,5831,PYCR1
Sntb2/chr8:106935749-107014192,Sntb2,chr8,106935749,107014192,0.013212456,0.207088593,20650,16q22.1,6645,SNTB2
Cpne9/chr6:113282306-113305571,Cpne9,chr6,113282306,113305571,0.013213573,0.089998777,211232,3p25.3,151835,CPNE9
Fzd4/chr7:89404365-89410110,Fzd4,chr7,89404365,89410110,0.013256519,0.227851496,14366,11q14.2,8322,FZD4
6230409E13Rik/chr4:21931325-22001461,6230409E13Rik,chr4,21931325,22001461,0.013353808,-0.064121277,NA,NA,NA,NA
E030010A14Rik/chr19:24674007-24679661,E030010A14Rik,chr19,24674007,24679661,0.013366813,0.308184765,NA,NA,NA,NA
Sdk2/chr11:113780789-114065951,Sdk2,chr11,113780789,114065951,0.013425366,-0.239715779,237979,17q25.1,54549,SDK2
Atp6v0a2/chr5:124712207-124722146,Atp6v0a2,chr5,124712207,124722146,0.013431633,-0.031573791,21871,12q24.31,23545,ATP6V0A2
Pde9a/chr17:31386233-31476309,Pde9a,chr17,31386233,31476309,0.013584925,-0.102329969,18585,21q22.3,5152,PDE9A
Pstpip2/chr18:77794549-77882879,Pstpip2,chr18,77794549,77882879,0.013600754,0.160145955,19201,18q12,9050,PSTPIP2
Pck2/chr14:55540265-55550017,Pck2,chr14,55540265,55550017,0.013653388,0.097369352,74551,14q11.2,5106,PCK2
Myst2/chr11:95271852-95310246,Myst2,chr11,95271852,95310246,0.013675741,-0.04382182,NA,NA,NA,NA
Cr2/chr1:195136810-195176715,Cr2,chr1,195136810,195176715,0.013737247,-0.305377737,12902,1q32,1380,CR2
Spg7/chr8:123065507-123097751,Spg7,chr8,123065507,123097751,0.013740011,0.065180808,234847,16q24.3,6687,SPG7
Srgap2/chr1:131285250-131527361,Srgap2,chr1,131285250,131527361,0.013813213,-0.074877815,14270,1q32.1,23380,SRGAP2
4632434I11Rik/chr7:92857526-92874232,4632434I11Rik,chr7,92857526,92874232,0.013831443,-0.477914154,74041,11q14.1,220042,C11orf82
Ptk2/chr15:73205104-73423191,Ptk2,chr15,73205104,73423191,0.013965562,-0.083127418,14083,8q24.3,5747,PTK2
Dcdc2b/chr4:129608330-129614257,Dcdc2b,chr4,129608330,129614257,0.014028833,0.991514811,100504491,1p35.1,149069,DCDC2B
Meis2/chr2:115861263-116065058,Meis2,chr2,115861263,116065058,0.014039175,-0.11901241,17536,15q14,4212,MEIS2
Tdg/chr10:82629837-82650494,Tdg,chr10,82629837,82650494,0.014087504,-0.14003046,21665,12q24.1,6996,TDG
Rps6kl1/chr12:85135595-85151264,Rps6kl1,chr12,85135595,85151264,0.014100063,0.079044438,238323,14q24.3,83694,RPS6KL1
Etv6/chr6:134035706-134270147,Etv6,chr6,134035706,134270147,0.014102771,-0.13389733,14011,12p13,2120,ETV6
Adck5/chr15:76576358-76595811,Adck5,chr15,76576358,76595811,0.014130344,0.1132163,268822,8q24.3,203054,ADCK5
Fam83d/chr2:158768098-158786637,Fam83d,chr2,158768098,158786637,0.014137584,0.357492839,71878,20q11.22-q12,81610,FAM83D
Inpp5a/chr7:139389108-139579652,Inpp5a,chr7,139389108,139579652,0.014144992,-0.063599923,212111,10q26.3,3632,INPP5A
Cpm/chr10:117629499-117687352,Cpm,chr10,117629499,117687352,0.014165712,0.151990584,70574,12q14.3,1368,CPM
6820431F20Rik/chr8:20268285-20297432,6820431F20Rik,chr8,20268285,20297432,0.014202111,-0.199975547,NA,NA,NA,NA
Ccdc115/chr1:34436669-34439672,Ccdc115,chr1,34436669,34439672,0.014257717,0.147369898,69668,2q21.1,84317,CCDC115
Nup37/chr10:88146991-88178395,Nup37,chr10,88146991,88178395,0.014267401,-0.128698535,69736,12q23.2,79023,NUP37
Prkag2/chr5:24862734-25100642,Prkag2,chr5,24862734,25100642,0.014306783,-0.10136158,108099,7q36.1,51422,PRKAG2
Tmem222/chr4:133266044-133277790,Tmem222,chr4,133266044,133277790,0.014342584,0.08258441,52174,1p36.11,84065,TMEM222
9430021M05Rik/chr2:162661162-162675204,9430021M05Rik,chr2,162661162,162675204,0.014456802,-0.112637097,NA,NA,NA,NA
Rnf112/chr11:61448441-61453886,Rnf112,chr11,61448441,61453886,0.014476953,0.086945464,22671,17p11.2,7732,RNF112
Pcdha2/chr18:36939204-37187660,Pcdha2,chr18,36939204,37187660,0.014505696,-0.066818629,353234,5q31,56146,PCDHA2
Gng2/chr14:19872558-19977249,Gng2,chr14,19872558,19977249,0.014570012,-0.051410109,14702,14q21,54331,GNG2
Tmprss7/chr16:45656316-45693658,Tmprss7,chr16,45656316,45693658,0.01463654,0.214702862,208171,3q13.2,344805,TMPRSS7
1700034H15Rik/chr1:191894071-191907527,1700034H15Rik,chr1,191894071,191907527,0.014649598,0.382938194,NA,NA,NA,NA
