GeneInfo,GeneID,Chr,Start,Stop,permPval_Dup,FoldChange
ARHGEF40/chr14:21538526-21558036,ARHGEF40,chr14,21538526,21558036,0.0084,2.424535066
SCAMP3/chr1:155225769-155232176,SCAMP3,chr1,155225769,155232176,0.0085,1.195646387
PUS3/chr11:125763379-125773116,PUS3,chr11,125763379,125773116,0.0086,1.136782719
MYEF2/chr15:48431628-48470558,MYEF2,chr15,48431628,48470558,0.0086,1.193316814
RGS3/chr9:116207010-116360018,RGS3,chr9,116207010,116360018,0.0086,1.457102279
C1orf216/chr1:36179476-36184790,C1orf216,chr1,36179476,36184790,0.0087,1.205624212
PCNX/chr14:71374121-71582099,PCNX,chr14,71374121,71582099,0.0087,1.254214025
NAPSA/chr19:50861733-50868931,NAPSA,chr19,50861733,50868931,0.0087,0.416298752
PRKCZ/chr1:1981908-2116834,PRKCZ,chr1,1981908,2116834,0.0088,0.234474656
NHLH1/chr1:160336860-160342638,NHLH1,chr1,160336860,160342638,0.0088,0.57673529
PCTP/chr17:53828339-53854748,PCTP,chr17,53828339,53854748,0.0088,1.783243563
MOB1B/chr4:71768056-71853891,MOB1B,chr4,71768056,71853891,0.0088,1.260085117
RHOD/chr11:66824288-66839488,RHOD,chr11,66824288,66839488,0.0089,0.23703938
PTMA/chr2:232573234-232578250,PTMA,chr2,232573234,232578250,0.0089,0.810297302
POLN/chr4:2073644-2230958,POLN,chr4,2073644,2230958,0.0089,0.682033292
SLC29A1/chr6:44187241-44201888,SLC29A1,chr6,44187241,44201888,0.0089,1.499969484
P2RY11/chr19:10222196-10226064,P2RY11,chr19,10222196,10226064,0.009,0.572466231
DTX4/chr11:58939811-58976060,DTX4,chr11,58939811,58976060,0.0091,2.174549381
ZNF75A/chr16:3355432-3368576,ZNF75A,chr16,3355432,3368576,0.0091,0.774210918
LIMK2/chr22:31608249-31676066,LIMK2,chr22,31608249,31676066,0.0091,1.243132321
PLA2G7/chr6:46672052-46703430,PLA2G7,chr6,46672052,46703430,0.0092,0.604772162
LOC100130992/chr10:22541000-22547477,LOC100130992,chr10,22541000,22547477,0.0093,0.25355743
RBBP6/chr16:24550907-24584183,RBBP6,chr16,24550907,24584183,0.0093,0.86112505
C16orf70/chr16:67143914-67182442,C16orf70,chr16,67143914,67182442,0.0093,1.0916917
RSG1/chr1:16558181-16563659,RSG1,chr1,16558181,16563659,0.0094,1.380616927
C1orf220/chr1:178511930-178518024,C1orf220,chr1,178511930,178518024,0.0094,0.357093473
KLF12/chr13:74260148-74708066,KLF12,chr13,74260148,74708066,0.0094,1.611129866
SPATA2/chr20:48519928-48532080,SPATA2,chr20,48519928,48532080,0.0094,1.18366364
CALD1/chr7:134464163-134655480,CALD1,chr7,134464163,134655480,0.0094,4.863598814
RC3H2/chr9:125611731-125667562,RC3H2,chr9,125611731,125667562,0.0094,1.276377449
INO80E/chr16:30007530-30017112,INO80E,chr16,30007530,30017112,0.0095,1.266240763
B3GALNT1/chr3:160801670-160823160,B3GALNT1,chr3,160801670,160823160,0.0095,2.411472765
PRKRIP1/chr7:102036803-102067129,PRKRIP1,chr7,102036803,102067129,0.0095,0.710840612
CCDC91/chr12:28410132-28703099,CCDC91,chr12,28410132,28703099,0.0096,0.850994893
TLR9/chr3:52255095-52260179,TLR9,chr3,52255095,52260179,0.0096,0.551182164
SRGAP1/chr12:64238540-64541613,SRGAP1,chr12,64238540,64541613,0.0097,2.672560804
SBF1/chr22:50883430-50913464,SBF1,chr22,50883430,50913464,0.0097,1.164223032
PRAF2/chrX:48928817-48931662,PRAF2,chrX,48928817,48931662,0.0097,0.687384426
ERBB3/chr12:56473808-56497291,ERBB3,chr12,56473808,56497291,0.0098,0.636974747
ANKS1A/chr6:34857037-35059190,ANKS1A,chr6,34857037,35059190,0.0098,1.369597388
H2AFB3/chrX:154113316-154689596,H2AFB3,chrX,154113316,154689596,0.0098,0.30483631
KIAA1467/chr12:13197314-13236383,KIAA1467,chr12,13197314,13236383,0.0099,1.687857646
BAIAP2/chr17:79008946-79091232,BAIAP2,chr17,79008946,79091232,0.0099,0.483819467
MAZ/chr16:29817854-29822504,MAZ,chr16,29817854,29822504,0.01,1.280066626
LOC286184/chr8:64681987-64698054,LOC286184,chr8,64681987,64698054,0.01,0.61052512
LOC441666/chr10:42827313-42863493,LOC441666,chr10,42827313,42863493,0.0101,0.429875958
IL6ST/chr5:55230924-55290821,IL6ST,chr5,55230924,55290821,0.0101,1.735091565
MALAT1/chr11:65265232-65273939,MALAT1,chr11,65265232,65273939,0.0102,0.679641862
SLC43A3/chr11:57174426-57195053,SLC43A3,chr11,57174426,57195053,0.0103,1.316791789
RAD17/chr5:68665123-68710630,RAD17,chr5,68665123,68710630,0.0103,0.841602503
ATP6V1B2/chr8:20054703-20079207,ATP6V1B2,chr8,20054703,20079207,0.0103,1.356659988
KIFC2/chr8:145691737-145699499,KIFC2,chr8,145691737,145699499,0.0103,0.630049976
EIF4A3/chr17:78109012-78120982,EIF4A3,chr17,78109012,78120982,0.0104,1.253322819
EFNA5/chr5:106712589-107006596,EFNA5,chr5,106712589,107006596,0.0104,2.743377347
ZBTB8A/chr1:33004771-33071542,ZBTB8A,chr1,33004771,33071542,0.0105,0.695316902
TMED6/chr16:69377148-69385712,TMED6,chr16,69377148,69385712,0.0105,0.507826538
ACP5/chr19:11685474-11689801,ACP5,chr19,11685474,11689801,0.0105,0.604319335
LDLRAP1/chr1:25870075-25895377,LDLRAP1,chr1,25870075,25895377,0.0106,0.681342227
PNN/chr14:39644386-39652422,PNN,chr14,39644386,39652422,0.0106,0.815850653
VTN/chr17:26694298-26697373,VTN,chr17,26694298,26697373,0.0106,0.462032386
B3GNTL1/chr17:80901666-81009686,B3GNTL1,chr17,80901666,81009686,0.0106,0.708226266
IFI30/chr19:18284578-18288927,IFI30,chr19,18284578,18288927,0.0106,1.490055655
LOC541471/chr2:112124590-112252692,LOC541471,chr2,112124590,112252692,0.0106,0.502545364
ADORA2A/chr22:24823529-24838325,ADORA2A,chr22,24823529,24838325,0.0106,1.483020552
MUC20/chr3:195447752-195464540,MUC20,chr3,195447752,195464540,0.0106,0.289957683
CTAGE9/chr6:132029580-132032157,CTAGE9,chr6,132029580,132032157,0.0106,0.387742236
GCNT1/chr9:79056581-79122332,GCNT1,chr9,79056581,79122332,0.0106,0.319031229
NCS1/chr9:132934856-132999583,NCS1,chr9,132934856,132999583,0.0106,2.635065962
TIA1/chr2:70436575-70475779,TIA1,chr2,70436575,70475779,0.0108,0.816833691
ADRB2/chr5:148206155-148208197,ADRB2,chr5,148206155,148208197,0.0108,2.840327408
MREG/chr2:216807313-216878346,MREG,chr2,216807313,216878346,0.0109,1.362660347
ANKRD50/chr4:125585203-125633887,ANKRD50,chr4,125585203,125633887,0.0109,2.223332214
GUCY1B3/chr4:156680125-156728783,GUCY1B3,chr4,156680125,156728783,0.0109,3.77819333
KCNK7/chr11:65360325-65363467,KCNK7,chr11,65360325,65363467,0.011,0.560227353
GUCY1A3/chr4:156587861-156658214,GUCY1A3,chr4,156587861,156658214,0.011,3.648936541
DNAJB5/chr9:34989637-34998430,DNAJB5,chr9,34989637,34998430,0.011,1.434720111
C2orf15/chr2:99758184-99767928,C2orf15,chr2,99758184,99767928,0.011048044,0.659297664
ELK3/chr12:96588206-96661606,ELK3,chr12,96588206,96661606,0.0111,2.387613443
MRC2/chr17:60704761-60770962,MRC2,chr17,60704761,60770962,0.0111,0.417720378
PLB1/chr2:28718937-28866653,PLB1,chr2,28718937,28866653,0.0111,0.306148979
RAD54L2/chr3:51575595-51697612,RAD54L2,chr3,51575595,51697612,0.0111,1.316826168
N4BP3/chr5:177540555-177553107,N4BP3,chr5,177540555,177553107,0.0111,1.608774589
AIM1/chr6:106959729-107018334,AIM1,chr6,106959729,107018334,0.0111,1.582936529
MTSS1/chr8:125563027-125740730,MTSS1,chr8,125563027,125740730,0.0111,0.385223074
TMEM27/chrX:15645440-15683154,TMEM27,chrX,15645440,15683154,0.0111,0.543122624
GPR75-ASB3/chr2:53897449-54087170,GPR75-ASB3,chr2,53897449,54087170,0.0112,0.860210675
SH2B2/chr7:101928404-101962178,SH2B2,chr7,101928404,101962178,0.0112,0.552504315
COL4A3/chr2:228029280-228179508,COL4A3,chr2,228029280,228179508,0.01127,0.209700435
MOAP1/chr14:93648540-93651249,MOAP1,chr14,93648540,93651249,0.0113,1.273772574
RPL31P11/chr1:161653494-161655042,RPL31P11,chr1,161653494,161655042,0.0114,0.604062721
EFCAB4A/chr11:827584-831991,EFCAB4A,chr11,827584,831991,0.0114,0.46619657
MMP25/chr16:3096681-3110724,MMP25,chr16,3096681,3110724,0.0114,0.489104812
EFNA1/chr1:155100348-155107386,EFNA1,chr1,155100348,155107386,0.0115,2.644113253
MAP4K4/chr2:102314164-102511152,MAP4K4,chr2,102314164,102511152,0.0115,3.048974299
HIST1H2BL/chr6:27775256-27775709,HIST1H2BL,chr6,27775256,27775709,0.0115,0.612229958
SH3GLB2/chr9:131770312-131790579,SH3GLB2,chr9,131770312,131790579,0.0115,0.842704267
C11orf1/chr11:111749947-111754797,C11orf1,chr11,111749947,111754797,0.0116,0.782955055
BMP6/chr6:7727010-7881961,BMP6,chr6,7727010,7881961,0.0116,0.309526431
TFR2/chr7:100218038-100239173,TFR2,chr7,100218038,100239173,0.0116,0.56076408
DPYSL2/chr8:26371708-26515693,DPYSL2,chr8,26371708,26515693,0.0116,1.599480199
NEK5/chr13:52638899-52703214,NEK5,chr13,52638899,52703214,0.0117,0.715826602
RBM43/chr2:152104727-152118389,RBM43,chr2,152104727,152118389,0.0117,0.817021897
GSTZ1/chr14:77787229-77797940,GSTZ1,chr14,77787229,77797940,0.0118,0.832584345
GPR107/chr9:132815984-132902448,GPR107,chr9,132815984,132902448,0.0118,1.213158363
NSUN6/chr10:18834263-18940550,NSUN6,chr10,18834263,18940550,0.0119,0.82786078
UBE2Q2P2/chr15:82647285-83084341,UBE2Q2P2,chr15,82647285,83084341,0.0119,1.560162108
FBXO41/chr2:73481809-73496758,FBXO41,chr2,73481809,73496758,0.0119,0.806868575
GMDS/chr6:1624034-2245868,GMDS,chr6,1624034,2245868,0.0119,0.813559317
DNAH8/chr6:38683116-38998574,DNAH8,chr6,38683116,38998574,0.0119,0.259528485
C6orf225/chr6:112408673-112423993,C6orf225,chr6,112408673,112423993,0.0119,1.824106866
PIK3C2B/chr1:204391757-204459474,PIK3C2B,chr1,204391757,204459474,0.012,1.356247496
EPG5/chr18:43427573-43547305,EPG5,chr18,43427573,43547305,0.012,1.364440765
ICA1L/chr2:203637872-203736371,ICA1L,chr2,203637872,203736371,0.012,0.713098413
FAM165B/chr21:35747748-35761452,FAM165B,chr21,35747748,35761452,0.012,0.81786423
ARHGEF7/chr13:111767623-111958081,ARHGEF7,chr13,111767623,111958081,0.0121,1.243440075
C20orf132/chr20:35729628-35807974,C20orf132,chr20,35729628,35807974,0.0121,0.737423833
APOBEC3H/chr22:39493228-39500072,APOBEC3H,chr22,39493228,39500072,0.0121,0.605101825
EBP/chrX:48380163-48387104,EBP,chrX,48380163,48387104,0.0121,0.739624802
PATE2/chr11:125646027-125648714,PATE2,chr11,125646027,125648714,0.0123,0.57257844
OMG/chr17:29621667-29624380,OMG,chr17,29621667,29624380,0.0123,0.498261786
C7orf46/chr7:23719748-23742269,C7orf46,chr7,23719748,23742269,0.0123,0.713097104
ADAT3/chr19:1905416-1913446,ADAT3,chr19,1905416,1913446,0.0124,0.672818751
GHRLOS2/chr3:10326102-10327430,GHRLOS2,chr3,10326102,10327430,0.0124,0.600485164
PYROXD1/chr12:21590537-21624182,PYROXD1,chr12,21590537,21624182,0.0125,0.833368002
ORMDL1/chr2:190634992-190649097,ORMDL1,chr2,190634992,190649097,0.0125,0.824883263
CEACAM21/chr19:42082530-42093197,CEACAM21,chr19,42082530,42093197,0.0126,0.642460069
SLC12A2/chr5:127419482-127525380,SLC12A2,chr5,127419482,127525380,0.0126,1.619258858
EVI2A/chr17:29643427-29648767,EVI2A,chr17,29643427,29648767,0.0127,0.538423982
SASH3/chrX:128913891-128929176,SASH3,chrX,128913891,128929176,0.0127,1.197773751
C1RL/chr12:7247145-7261869,C1RL,chr12,7247145,7261869,0.0128,0.840158581
TRPV2/chr17:16318855-16340317,TRPV2,chr17,16318855,16340317,0.0128,1.343466152
RSPH3/chr6:159398265-159421198,RSPH3,chr6,159398265,159421198,0.012898025,0.711459805
UNC119B/chr12:121147830-121161443,UNC119B,chr12,121147830,121161443,0.0129,1.324773717
ATP1B1/chr1:169075946-169101960,ATP1B1,chr1,169075946,169101960,0.013,2.307554478
C1orf106/chr1:200860626-200884864,C1orf106,chr1,200860626,200884864,0.013,2.155667702
TBC1D24/chr16:2525146-2555734,TBC1D24,chr16,2525146,2555734,0.013,1.227042352
SNRPA/chr19:41256758-41271297,SNRPA,chr19,41256758,41271297,0.013,0.832766575
NUP62/chr19:50410083-50432799,NUP62,chr19,50410083,50432799,0.013,1.164964952
KCNC3/chr19:50818764-50832634,KCNC3,chr19,50818764,50832634,0.013,0.458360043
ACOXL/chr2:111490149-111875799,ACOXL,chr2,111490149,111875799,0.013,0.509135655
ERGIC3/chr20:34129777-34145405,ERGIC3,chr20,34129777,34145405,0.013,1.107485306
GPKOW/chrX:48969021-48980079,GPKOW,chrX,48969021,48980079,0.0131,1.231426758
PTPRO/chr12:15475190-15751265,PTPRO,chr12,15475190,15751265,0.0132,0.506223268
SEPT8/chr5:132086508-132113561,7-Sep,chr5,132086508,132113561,0.013278342,1.388391158
SH3GL1/chr19:4360363-4400565,SH3GL1,chr19,4360363,4400565,0.0133,1.235421134
APOC1/chr19:45417920-45422606,APOC1,chr19,45417920,45422606,0.0133,0.412158004
LINC00476/chr9:98568369-98638259,LINC00476,chr9,98568369,98638259,0.0133,0.691374123
SPATA7/chr14:88851987-88904804,SPATA7,chr14,88851987,88904804,0.013317068,1.241734747
LANCL1/chr2:211295972-211341499,LANCL1,chr2,211295972,211341499,0.013426854,1.440935687
MPHOSPH6/chr16:82181766-82203829,MPHOSPH6,chr16,82181766,82203829,0.0135,0.755655913
PPP2R5D/chr6:42952329-42980080,PPP2R5D,chr6,42952329,42980080,0.0135,1.140577018
FAM174A/chr5:99871123-99922440,FAM174A,chr5,99871123,99922440,0.0136,1.226329616
UGT8/chr4:115519610-115598202,UGT8,chr4,115519610,115598202,0.013673839,0.723312983
ECHDC2/chr1:53361581-53387446,ECHDC2,chr1,53361581,53387446,0.0137,0.610733053
TRABD/chr22:50624359-50638027,TRABD,chr22,50624359,50638027,0.0137,0.756363113
SPRY4/chr5:141689991-141704620,SPRY4,chr5,141689991,141704620,0.013764694,3.162889534
KLRAP1/chr12:10741076-10752434,KLRAP1,chr12,10741076,10752434,0.0138,0.748806091
APOC1P1/chr19:45430059-45434643,APOC1P1,chr19,45430059,45434643,0.0138,0.556775807
ALDH16A1/chr19:49956472-49974305,ALDH16A1,chr19,49956472,49974305,0.0138,0.753310578
ARNTL2/chr12:27485786-27578746,ARNTL2,chr12,27485786,27578746,0.013893084,1.387515271
CLSTN3/chr12:7282966-7311530,CLSTN3,chr12,7282966,7311530,0.0139,0.731133863
JAKMIP1/chr4:6027925-6202318,JAKMIP1,chr4,6027925,6202318,0.013978278,0.278536319
MFHAS1/chr8:8641998-8751131,MFHAS1,chr8,8641998,8751131,0.013988849,1.786558544
PDCD4/chr10:112631552-112659764,PDCD4,chr10,112631552,112659764,0.014,0.68671355
ZNF675/chr19:23835707-23870017,ZNF675,chr19,23835707,23870017,0.014,0.862993967
IQSEC1/chr3:12938718-13114617,IQSEC1,chr3,12938718,13114617,0.014,1.444352862
PUM1/chr1:31404352-31538564,PUM1,chr1,31404352,31538564,0.0141,1.138385262
ZEB1/chr10:31608100-31818742,ZEB1,chr10,31608100,31818742,0.0141,1.190981488
TMEM53/chr1:45119500-45140099,TMEM53,chr1,45119500,45140099,0.0142,0.789483913
AKAP13/chr15:85923870-86292586,AKAP13,chr15,85923870,86292586,0.0142,1.357772184
PPAN-P2RY11/chr19:10216898-10226064,PPAN-P2RY11,chr19,10216898,10226064,0.0142,0.808656584
KNTC1/chr12:123011808-123110947,KNTC1,chr12,123011808,123110947,0.014244126,0.825946435
FAM105B/chr5:14664782-14699842,FAM105B,chr5,14664782,14699842,0.014284246,1.252775301
LOC100130987/chr11:67085309-67159158,LOC100130987,chr11,67085309,67159158,0.0143,1.488088301
BHLHA15/chr7:97841565-97842271,BHLHA15,chr7,97841565,97842271,0.0143,0.372008764
FLT1/chr13:28874482-29069265,FLT1,chr13,28874482,29069265,0.014317181,3.108693028
LOC389634/chr12:8509559-8543348,LOC389634,chr12,8509559,8543348,0.014355034,0.46527005
TMEM133/chr11:100862810-100864666,TMEM133,chr11,100862810,100864666,0.0144,0.589959724
CCDC93/chr2:118673053-118771739,CCDC93,chr2,118673053,118771739,0.0144,1.282883502
CAGE1/chr6:7326886-7389942,CAGE1,chr6,7326886,7389942,0.0144,0.604458073
KIAA1244/chr6:138483052-138665800,KIAA1244,chr6,138483052,138665800,0.0144,0.582697373
LMNB2/chr19:2428163-2456958,LMNB2,chr19,2428163,2456958,0.014405762,1.169177178
FUK/chr16:70488497-70514177,FUK,chr16,70488497,70514177,0.0145,1.103162634
TCEAL6/chrX:101394932-101397388,TCEAL6,chrX,101394932,101397388,0.014507354,1.420414854
POTEF/chr2:130831107-130886795,POTEF,chr2,130831107,130886795,0.014571949,0.693039074
PAPOLA/chr14:96968712-97033453,PAPOLA,chr14,96968712,97033453,0.0146,0.855378395
PLEKHG1/chr6:150920998-151164799,PLEKHG1,chr6,150920998,151164799,0.0146,2.440231625
MLEC/chr12:121124948-121139667,MLEC,chr12,121124948,121139667,0.014602921,1.366994401
STX6/chr1:180942175-180992046,STX6,chr1,180942175,180992046,0.014683544,1.247249961
FAM40A/chr1:110577240-110597263,FAM40A,chr1,110577240,110597263,0.0147,1.135712486
WIPI1/chr17:66417421-66453653,WIPI1,chr17,66417421,66453653,0.0147,0.750792788
ZNF702P/chr19:53471503-53496784,ZNF702P,chr19,53471503,53496784,0.01473315,1.739349553
RNF135/chr17:29297955-29326929,RNF135,chr17,29297955,29326929,0.014745712,0.810303401
UFC1/chr1:161123533-161128646,UFC1,chr1,161123533,161128646,0.014790468,0.9025852
ACY3/chr11:67410025-67418130,ACY3,chr11,67410025,67418130,0.0148,0.319027145
HSPA1L/chr6:3062982-31782835,HSPA1L,chr6,3062982,31782835,0.0148,1.409757505
TPST1/chr7:65670258-65825438,TPST1,chr7,65670258,65825438,0.0148,1.412449382
RBM3/chrX:48432740-48439553,RBM3,chrX,48432740,48439553,0.014865002,0.824030969
MSTO1/chr1:155579960-155584758,MSTO1,chr1,155579960,155584758,0.014878858,0.835781933
NT5DC2/chr3:52558384-52569093,NT5DC2,chr3,52558384,52569093,0.0149,0.713808737
SPOPL/chr2:139259349-139330805,SPOPL,chr2,139259349,139330805,0.014913422,1.365927447
CCDC18/chr1:93646280-93744287,CCDC18,chr1,93646280,93744287,0.015,0.779477157
PTPLA/chr10:17631957-17659373,PTPLA,chr10,17631957,17659373,0.015,2.579095324
TIAL1/chr10:121332977-121356541,TIAL1,chr10,121332977,121356541,0.015,0.889927394
ANO5/chr11:22214721-22304913,ANO5,chr11,22214721,22304913,0.015,2.173986201
THYN1/chr11:134118172-134123260,THYN1,chr11,134118172,134123260,0.015,0.848838162
CSDA/chr12:10851675-10875953,CSDA,chr12,10851675,10875953,0.015,1.340160809
ENO3/chr17:4854383-4860426,ENO3,chr17,4854383,4860426,0.015,0.743706739
HMGN1/chr21:40714240-40721047,HMGN1,chr21,40714240,40721047,0.015,0.858315877
C22orf39/chr22:19428409-19435755,C22orf39,chr22,19428409,19435755,0.015,1.166281204
GIMAP7/chr7:150211944-150218161,GIMAP7,chr7,150211944,150218161,0.015,0.213443873
SLC9A6/chrX:135067582-135129428,SLC9A6,chrX,135067582,135129428,0.015,1.212967397
COL4A4/chr2:227867426-228029275,COL4A4,chr2,227867426,228029275,0.015044924,0.284508614
LOC399744/chr10:38717073-38741081,LOC399744,chr10,38717073,38741081,0.015106965,0.741254189
CCL17/chr16:57438678-57449974,CCL17,chr16,57438678,57449974,0.015210647,0.285656309
CYSTM1/chr5:139554652-139623374,CYSTM1,chr5,139554652,139623374,0.015225884,1.312155336
XKR8/chr1:28286503-28294604,XKR8,chr1,28286503,28294604,0.015228426,0.818823707
GLB1L/chr2:220101502-220110131,GLB1L,chr2,220101502,220110131,0.0153,1.448111412
ZNF814/chr19:58380746-58400442,ZNF814,chr19,58380746,58400442,0.015304068,0.801988608
MPZL1/chr1:167691186-167761156,MPZL1,chr1,167691186,167761156,0.015393964,1.241488986
ACOT11/chr1:55013806-55100417,ACOT11,chr1,55013806,55100417,0.01541185,0.527160497
LOC100130331/chr1:238025474-238091619,LOC100130331,chr1,238025474,238091619,0.015414064,0.591635965
SEMA4C/chr2:97525472-97535735,SEMA4C,chr2,97525472,97535735,0.015414856,1.318789952
VPS37C/chr11:60897727-60928916,VPS37C,chr11,60897727,60928916,0.0155,1.197277601
LRP5L/chr22:25747384-25777544,LRP5L,chr22,25747384,25777544,0.015509306,0.683639513
RHOF/chr12:122215659-122231594,RHOF,chr12,122215659,122231594,0.015590424,1.205750505
ZNF85/chr19:21106058-21133503,ZNF85,chr19,21106058,21133503,0.0156,0.692005053
PFN2/chr3:149682690-149688741,PFN2,chr3,149682690,149688741,0.015617179,2.543446001
ARRDC3/chr5:90664540-90679149,ARRDC3,chr5,90664540,90679149,0.015711079,0.656634958
FZD3/chr8:28351721-28431785,FZD3,chr8,28351721,28431785,0.015756888,0.521436683
C17orf67/chr17:54869273-54893250,C17orf67,chr17,54869273,54893250,0.015800668,0.54221071
SLC38A10/chr17:79218798-79269096,SLC38A10,chr17,79218798,79269096,0.015807904,0.796958069
KCNJ10/chr1:160007256-160040051,KCNJ10,chr1,160007256,160040051,0.0159,0.73258951
NACA/chr12:57106210-57119326,NACA,chr12,57106210,57119326,0.0159,0.847823155
OR2A9P/chr7:143947563-143997598,OR2A9P,chr7,143947563,143997598,0.015930268,0.514321139
S100A10/chr1:151955385-151966714,S100A10,chr1,151955385,151966714,0.016,0.329392191
CDC42EP4/chr17:71279762-71308143,CDC42EP4,chr17,71279762,71308143,0.016,2.239476441
TRMT1/chr19:13215713-13227563,TRMT1,chr19,13215713,13227563,0.016,0.843787491
ARL5A/chr2:152657479-152685009,ARL5A,chr2,152657479,152685009,0.016,0.805762658
PPP4R1L/chr20:56807832-56884495,PPP4R1L,chr20,56807832,56884495,0.016,1.326522862
BIK/chr22:43506753-43525718,BIK,chr22,43506753,43525718,0.016,0.388566247
HGD/chr3:120347014-120401418,HGD,chr3,120347014,120401418,0.016,0.484500371
SPTAN1/chr9:131314836-131395944,SPTAN1,chr9,131314836,131395944,0.016,1.20527115
ZNF281/chr1:200375419-200379166,ZNF281,chr1,200375419,200379166,0.01608335,1.242713175
SLC25A35/chr17:8191081-8198170,SLC25A35,chr17,8191081,8198170,0.016133942,0.689801553
MAPKBP1/chr15:42066631-42120053,MAPKBP1,chr15,42066631,42120053,0.016145514,1.365389491
NAIP/chr5:70264309-70320941,NAIP,chr5,70264309,70320941,0.016177538,0.625056818
BOLA2B/chr16:29464913-30205627,BOLA2B,chr16,29464913,30205627,0.016193502,1.282283541
EMILIN1/chr2:27301434-27309265,EMILIN1,chr2,27301434,27309265,0.016263553,2.57635484
TRAPPC9/chr8:140742585-141468678,TRAPPC9,chr8,140742585,141468678,0.01630763,1.166487793
SHF/chr15:45459411-45493373,SHF,chr15,45459411,45493373,0.016400206,0.543009776
LOC100505696/chr3:15295690-15306005,LOC100505696,chr3,15295690,15306005,0.016431925,0.786511366
CORO7/chr16:4404542-4466962,CORO7,chr16,4404542,4466962,0.016464293,0.780548564
MEGF8/chr19:42829760-42882921,MEGF8,chr19,42829760,42882921,0.016550879,1.161117732
VAV1/chr19:6772721-6857371,VAV1,chr19,6772721,6857371,0.016561674,0.855563165
GNS/chr12:65107221-65153226,GNS,chr12,65107221,65153226,0.016658202,1.392844201
ZNF700/chr19:12035899-12061578,ZNF700,chr19,12035899,12061578,0.016702312,0.768611435
