Symbol,GeneName,ProbeName,RefSeq,FC,RP rank
PDIA4,"protein disulfide isomerase family A, member 4",A_23_P42802,NM_004911,0.87,1456
THC2400529,,A_24_P918875,hc,1.12,1457
AK022045,,A_32_P10133,b,1.13,1458
CCR10,chemokine (C-C motif) receptor 10,A_23_P141367,NM_016602,0.87,1459
RIPK5,receptor interacting protein kinase 5,A_23_P23894,NM_015375,1.14,1460
TSPAN12,tetraspanin 12,A_23_P145984,NM_012338,0.86,1461
BC063684,,A_24_P649624,b,0.87,1462
TADA3L,"transcriptional adaptor 3 (NGG1 homolog, yeast)-like",A_23_P305016,NM_133481,0.87,1463
A_32_P331700,,A_32_P331700,0,1.11,1464
PLP2,proteolipid protein 2 (colonic epithelium-enriched),A_24_P74932,NM_002668,0.87,1465
THC2433340,,A_32_P3214,hc,1.14,1466
BCAR3,breast cancer anti-estrogen resistance 3,A_23_P97394,NM_003567,1.12,1467
THC2431726,,A_32_P229358,hc,1.15,1468
PC4,activated RNA polymerase II transcription cofactor 4,A_23_P59921,NM_006713,0.88,1469
AW948903,,A_32_P146450,b,1.10,1470
DAAM1,dishevelled associated activator of morphogenesis 1,A_24_P347447,NM_014992,0.86,1471
HERC6,hect domain and RLD 6,A_23_P250358,NM_001013002,0.87,1472
HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,A_23_P63209,NM_181755,1.14,1473
RAD18,RAD18 homolog (S. cerevisiae),A_23_P121222,NM_020165,1.13,1474
THC2376431,,A_32_P89049,hc,1.10,1475
NCKAP1,NCK-associated protein 1,A_23_P73239,NM_205842,0.86,1476
SCOTIN,scotin,A_24_P394246,NM_016479,0.87,1477
MAL,"mal, T-cell differentiation protein",A_23_P17134,NM_002371,1.12,1478
AJ002788,,A_24_P935330,b,1.13,1479
SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",A_23_P216468,NM_004170,1.13,1480
ENST00000313774,,A_23_P151915,ns,0.87,1481
IGF1,insulin-like growth factor 1 (somatomedin C),A_24_P304419,NM_000618,1.13,1482
FLJ21924,hypothetical protein FLJ21924,A_23_P139059,NM_024774,NA,1483
NUCB1,nucleobindin 1,A_23_P78771,NM_006184,0.88,1484
TJP2,tight junction protein 2 (zona occludens 2),A_23_P9293,NM_004817,0.87,1485
POU5F1,"POU domain, class 5, transcription factor 1",A_23_P59138,NM_002701,1.11,1486
GOLGA6,"golgi autoantigen, golgin subfamily a, member 6",A_23_P106371,NM_018652,1.14,1487
FMNL1,formin-like 1,A_24_P390668,NM_005892,0.88,1488
HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",A_24_P288836,NR_001435,1.14,1489
C1RL,"complement component 1, r subcomponent-like",A_23_P363968,NM_016546,1.13,1490
37315,membrane-associated ring finger (C3HC4) 1,A_23_P7262,b,NA,1491
TRAM1,translocation associated membrane protein 1,A_23_P112135,NM_014294,0.88,1492
BC004969,,A_23_P46660,b,1.12,1493
SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",A_23_P60354,NM_139045,1.14,1494
CNN2,calponin 2,A_23_P16673,NM_004368,0.88,1495
CAMK1D,calcium/calmodulin-dependent protein kinase ID,A_32_P208120,NM_153498,1.14,1496
ZCCHC4,"zinc finger, CCHC domain containing 4",A_24_P248863,b,1.13,1497
DOC1,downregulated in ovarian cancer 1,A_23_P252052,NM_182909,NA,1498
BC034319,,A_32_P121549,b,1.13,1499
SLC39A7,"solute carrier family 39 (zinc transporter), member 7",A_23_P70571,NM_006979,0.88,1500
KLF11,Kruppel-like factor 11,A_23_P44505,NM_003597,0.87,1501
AF085846,,A_24_P923934,b,1.13,1502
ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",A_23_P202269,NM_020987,0.86,1503
IFIT3,interferon-induced protein with tetratricopeptide repeats 3,A_23_P35412,NM_001549,0.88,1504
THC2314513,,A_32_P134090,hc,0.87,1505
BQ045216,,A_32_P114475,b,NA,1506
GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",A_23_P144113,NM_002070,0.88,1507
TNFAIP2,"tumor necrosis factor, alpha-induced protein 2",A_23_P421423,NM_006291,1.12,1508
NYREN18,NEDD8 ultimate buster-1,A_24_P935652,b,0.88,1509
LIPH,"lipase, member H",A_23_P84219,NM_139248,NA,1510
PLD1,"phospholipase D1, phophatidylcholine-specific",A_24_P123190,NM_002662,0.89,1511
GNPNAT1,glucosamine-phosphate N-acetyltransferase 1,A_23_P429184,NM_198066,1.11,1512
NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",A_24_P214754,NM_000176,1.13,1513
THC2371705,,A_32_P107219,hc,1.14,1514
EDEM1,"ER degradation enhancer, mannosidase alpha-like 1",A_24_P285768,NM_014674,0.87,1515
CLC,Charcot-Leyden crystal protein,A_23_P101683,NM_001828,1.13,1516
THC2293989,,A_32_P111751,hc,0.87,1517
PHLDB2,"pleckstrin homology-like domain, family B, member 2",A_24_P240166,NM_145753,0.88,1518
A_32_P124521,,A_32_P124521,0,1.13,1519
ABCC4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",A_24_P16913,NM_005845,1.13,1520
SOAT2,sterol O-acyltransferase 2,A_23_P25475,NM_003578,0.87,1521
THC2373876,,A_32_P123629,hc,1.13,1522
RGNEF,Rho-guanine nucleotide exchange factor,A_23_P81298,b,0.88,1523
A_23_P108534,,A_23_P108534,0,1.09,1524
DDAH2,dimethylarginine dimethylaminohydrolase 2,A_23_P19482,NM_013974,0.86,1525
A_32_P109645,,A_32_P109645,0,0.88,1526
RIPK4,receptor-interacting serine-threonine kinase 4,A_24_P125871,NM_020639,NA,1527
AK092531,,A_32_P50417,b,1.13,1528
DNMT3B,DNA (cytosine-5-)-methyltransferase 3 beta,A_23_P28953,NM_175850,0.88,1529
PEA15,phosphoprotein enriched in astrocytes 15,A_24_P410952,NM_003768,0.87,1530
MGC16025,hypothetical protein MGC16025,A_23_P79572,b,0.89,1531
UBE2S,ubiquitin-conjugating enzyme E2S,A_32_P72447,NM_014501,0.87,1532
LSAMP,limbic system-associated membrane protein,A_23_P301855,NM_002338,1.13,1533
TOX,thymus high mobility group box protein TOX,A_24_P226755,NM_014729,1.09,1534
NALP7,"NACHT, leucine rich repeat and PYD containing 7",A_23_P16384,NM_139176,1.00,1535
C1orf24,chromosome 1 open reading frame 24,A_24_P233786,NM_052966,1.14,1536
AK094629,,A_32_P157504,b,0.87,1537
CCL4,chemokine (C-C motif) ligand 4,A_23_P207564,NM_002984,0.87,1538
IL4,interleukin 4,A_23_P213706,NM_000589,NA,1539
THC2445013,,A_32_P494790,hc,NA,1540
A_24_P554882,,A_24_P554882,0,NA,1541
DJ971N18.2,hypothetical protein DJ971N18.2,A_23_P166100,NM_021156,0.87,1542
RASL10B,"RAS-like, family 10, member B",A_24_P322229,NM_033315,0.88,1543
IL4R,interleukin 4 receptor,A_23_P129556,NM_000418,1.13,1544
THC2315602,,A_32_P65067,hc,0.87,1545
C11orf21,chromosome 11 open reading frame 21,A_23_P98671,b,NA,1546
CARD9,"caspase recruitment domain family, member 9",A_23_P500433,NM_052813,0.92,1547
SYNCRIP,"synaptotagmin binding, cytoplasmic RNA interacting protein",A_24_P940599,b,0.87,1548
C22orf9,chromosome 22 open reading frame 9,A_24_P944751,NM_015264,0.87,1549
NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like",A_24_P108311,NM_015277,0.88,1550
RASGEF1A,"RasGEF domain family, member 1A",A_23_P391344,NM_145313,0.88,1551
GRHPR,glyoxylate reductase/hydroxypyruvate reductase,A_24_P141275,NM_012203,1.13,1552
MYLIP,myosin regulatory light chain interacting protein,A_23_P31041,NM_013262,1.10,1553
COMP,cartilage oligomeric matrix protein,A_23_P90436,NM_000095,0.88,1554
THC2404308,,A_32_P21459,hc,1.12,1555
MED18,"mediator of RNA polymerase II transcription, subunit 18 homolog (yeast)",A_23_P138105,NM_017638,0.91,1556
MAN2B1,"mannosidase, alpha, class 2B, member 1",A_24_P370156,NM_000528,0.88,1557
TNFSF12,"tumor necrosis factor (ligand) superfamily, member 12",A_24_P245298,NM_153012,0.88,1558
KIAA0513,KIAA0513,A_23_P206310,NM_014732,1.13,1559
CEACAM1,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein),A_24_P382319,NM_001712,1.13,1560
PLAGL1,pleiomorphic adenoma gene-like 1,A_23_P8175,NM_006718,1.13,1561
CHMP4C,chromatin modifying protein 4C,A_23_P432598,NM_152284,NA,1562
AIF1,allograft inflammatory factor 1,A_23_P214627,NM_004847,1.07,1563
DLG3,"discs, large homolog 3 (neuroendocrine-dlg, Drosophila)",A_24_P945283,b,0.85,1564
FLJ20273,RNA-binding protein,A_23_P132910,NM_019027,0.87,1565
CCR2,chemokine (C-C motif) receptor 2,A_23_P212354,NM_000647,NA,1566
SH3BP5,SH3-domain binding protein 5 (BTK-associated),A_24_P148750,NM_004844,1.09,1567
INADL,InaD-like (Drosophila),A_23_P321034,b,0.85,1568
CR627362,,A_32_P8351,b,0.88,1569
TNFRSF11A,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",A_24_P211106,b,0.86,1570
FBXW5,F-box and WD-40 domain protein 5,A_23_P112397,NM_178226,0.87,1571
TNFRSF13B,"tumor necrosis factor receptor superfamily, member 13B",A_23_P84705,NM_012452,0.88,1572
GRASP,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein,A_23_P105442,NM_181711,1.14,1573
PC,pyruvate carboxylase,A_23_P161647,NM_000920,1.10,1574
CB157062,,A_24_P777694,b,NA,1575
HHLA3,HERV-H LTR-associating 3,A_23_P137503,NM_007071,NA,1576
HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,A_24_P937319,b,0.87,1577
A_32_P71212,,A_32_P71212,0,1.12,1578
GPR133,G protein-coupled receptor 133,A_23_P415706,b,NA,1579
HIST2H2AA,"histone 2, H2aa",A_23_P309381,NM_003516,0.88,1580
PRNPIP,prion protein interacting protein,A_32_P155416,b,0.88,1581
RCBTB2,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2,A_23_P14105,NM_001268,0.87,1582
MYO9A,myosin IXA,A_23_P205841,NM_006901,1.13,1583
ENST00000324709,,A_24_P238525,ns,1.11,1584
ATM,"ataxia telangiectasia mutated (includes complementation groups A, C and D)",A_23_P35916,NM_000051,0.89,1585
LOC147650,hypothetical protein LOC147650,A_24_P942092,b,1.13,1586
LGALS14,"lectin, galactoside-binding, soluble, 14",A_23_P153662,NM_203471,1.10,1587
ENO2,"enolase 2 (gamma, neuronal)",A_24_P236091,NM_001975,1.11,1588
BC045163,,A_32_P67266,b,1.13,1589
ENST00000361227,,A_23_P360209,ns,1.10,1590
KIAA0319L,KIAA0319-like,A_24_P144936,NM_024874,1.12,1591
AK055501,,A_24_P538567,b,1.11,1592
TLOC1,translocation protein 1,A_23_P357860,NM_003262,0.88,1593
C20orf35,chromosome 20 open reading frame 35,A_23_P369456,NM_033542,0.87,1594
GDA,guanine deaminase,A_24_P393571,NM_004293,0.90,1595
ZFP90,zinc finger protein 90 homolog (mouse),A_24_P176404,NM_133458,1.14,1596
ACSL3,acyl-CoA synthetase long-chain family member 3,A_24_P248606,NM_004457,1.13,1597
MYH10,"myosin, heavy polypeptide 10, non-muscle",A_23_P164081,NM_005964,1.12,1598
AA585242,,A_24_P23327,b,0.87,1599
ZCCHC7,"zinc finger, CCHC domain containing 7",A_24_P325046,b,1.13,1600
ENST00000320831,,A_24_P323421,ns,0.87,1601
ENST00000327788,,A_24_P84498,ns,0.87,1602
AK026881,,A_32_P104478,b,1.13,1603
IL17R,interleukin 17 receptor,A_23_P17706,NM_014339,0.87,1604
DNMT2,DNA (cytosine-5-)-methyltransferase 2,A_24_P252705,NM_004412,0.87,1605
SERPINB9,"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 9",A_32_P38323,NM_004155,0.87,1606
BX537816,,A_32_P55144,b,1.11,1607
THC2344838,,A_32_P109078,hc,NA,1608
C20orf100,chromosome 20 open reading frame 100,A_23_P154566,NM_032883,1.12,1609
ENST00000301807,,A_24_P68079,ns,0.88,1610
SMC4L1,SMC4 structural maintenance of chromosomes 4-like 1 (yeast),A_23_P327643,b,NA,1611
ANKRD37,ankyrin repeat domain 37,A_24_P237586,NM_181726,1.12,1612
DDAH1,dimethylarginine dimethylaminohydrolase 1,A_23_P201386,NM_012137,0.87,1613
TCFL5,transcription factor-like 5 (basic helix-loop-helix),A_24_P325015,b,1.13,1614
P4HB,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase-associated 1)",A_23_P107412,NM_000918,0.87,1615
C6orf32,chromosome 6 open reading frame 32,A_24_P941359,b,1.13,1616
RPS6KB1,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",A_24_P521409,b,NA,1617
ANKRD13,ankyrin repeat domain 13,A_24_P307572,NM_033121,1.13,1618
C4orf8,chromosome 4 open reading frame 8,A_24_P131785,NM_003704,1.11,1619
ENST00000327926,,A_32_P65022,ns,0.89,1620
FLJ25222,CXYorf1-related protein,A_24_P24831,b,0.86,1621
A_23_P46070,,A_23_P46070,0,1.07,1622
ENST00000310865,,A_23_P328740,ns,0.85,1623
CLGN,calmegin,A_23_P18684,NM_004362,NA,1624
LOC339768,hypothetical protein LOC339768,A_24_P170983,NM_194312,0.88,1625
HIST1H2AM,"histone 1, H2am",A_32_P221799,NM_003514,0.88,1626
DPY19L1P1,dpy-19-like 1 pseudogene 1 (C. elegans),A_24_P652033,b,NA,1627
THC2370432,,A_24_P516728,hc,1.12,1628
NR1I2,"nuclear receptor subfamily 1, group I, member 2",A_23_P109785,NM_003889,NA,1629
PYCARD,PYD and CARD domain containing,A_23_P26629,NM_013258,0.87,1630
BX097691,,A_32_P19101,b,0.88,1631
TBL1X,transducin (beta)-like 1X-linked,A_24_P417162,NM_005647,0.88,1632
EML4,echinoderm microtubule associated protein like 4,A_23_P143127,NM_019063,1.12,1633
BHLHB5,"basic helix-loop-helix domain containing, class B, 5",A_32_P75581,NM_152414,0.86,1634
NTE,neuropathy target esterase,A_23_P16166,NM_006702,0.88,1635
ENST00000310974,,A_23_P358628,ns,0.87,1636
GUCY1B3,"guanylate cyclase 1, soluble, beta 3",A_23_P121564,NM_000857,0.91,1637
THC2429853,,A_32_P171923,hc,0.85,1638
BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),A_24_P402588,NM_138553,1.12,1639
CR593492,,A_32_P123255,b,1.12,1640
A_24_P139761,,A_24_P139761,0,0.90,1641
RNF32,ring finger protein 32,A_23_P19816,NM_030936,1.12,1642
PITPNC1,"phosphatidylinositol transfer protein, cytoplasmic 1",A_23_P84189,NM_181671,1.13,1643
PFC,"properdin P factor, complement",A_23_P22444,NM_002621,1.10,1644
PLEKHG6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6",A_24_P301063,NM_018173,1.12,1645
ZNF329,zinc finger protein 329,A_23_P413634,NM_024620,1.11,1646
SAMD9L,sterile alpha motif domain containing 9-like,A_23_P145874,NM_152703,0.87,1647
BC031342,,A_24_P101282,b,1.12,1648
A_32_P134679,,A_32_P134679,0,1.09,1649
AK123297,,A_32_P179239,b,1.13,1650
ATP6V0C,"ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c",A_24_P279220,NM_001694,0.88,1651
ENST00000261497,,A_24_P94034,ns,0.88,1652
AK091744,,A_24_P529786,b,0.87,1653
A_23_P421323,,A_23_P421323,0,1.13,1654
MYO1F,myosin IF,A_23_P142447,NM_012335,1.12,1655
SYNJ2,synaptojanin 2,A_23_P344719,NM_003898,NA,1656
A_32_P152696,,A_32_P152696,0,0.87,1657
DKFZp762A217,hypothetical protein DKFZp762A217,A_23_P382705,NM_152588,0.87,1658
THC2280139,,A_32_P161554,hc,1.12,1659
BCL2L14,BCL2-like 14 (apoptosis facilitator),A_23_P128050,NM_030766,1.12,1660
A_24_P186746,,A_24_P186746,0,NA,1661
BMF,Bcl2 modifying factor,A_23_P379649,NM_001003940,0.87,1662
RASGRF1,Ras protein-specific guanine nucleotide-releasing factor 1,A_23_P3371,NM_002891,1.13,1663
ZNF644,zinc finger protein 644,A_23_P200772,NM_201269,1.12,1664
XAB2,XPA binding protein 2,A_24_P2093,NM_020196,0.88,1665
X12544,,A_24_P923271,b,1.12,1666
PSIP1,PC4 and SFRS1 interacting protein 1,A_24_P98371,NM_033222,1.13,1667
BQ233242,,A_32_P187458,b,1.09,1668
AK022971,,A_32_P372878,b,0.86,1669
PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,A_23_P48997,NM_003978,0.87,1670
ENST00000358998,,A_24_P759647,ns,0.91,1671
DNM2,dynamin 2,A_23_P407074,NM_001005360,0.88,1672
THC2337372,,A_24_P927311,hc,1.13,1673
C22orf9,chromosome 22 open reading frame 9,A_23_P315589,NM_015264,0.87,1674
ELOVL7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",A_23_P359277,NM_024930,NA,1675
THC2394165,,A_32_P49764,hc,NA,1676
BGLAP,bone gamma-carboxyglutamate (gla) protein (osteocalcin),A_23_P160638,NM_199173,0.88,1677
MYH6,"myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)",A_23_P37164,NM_002471,1.13,1678
C6orf111,chromosome 6 open reading frame 111,A_24_P340813,NM_032870,1.12,1679
7A5,putative binding protein 7a5,A_32_P131031,NM_182762,0.86,1680
UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),A_23_P132956,NM_004181,0.89,1681
HIST1H1B,"histone 1, H1b",A_23_P250385,NM_005322,0.90,1682
ROBO3,"roundabout, axon guidance receptor, homolog 3 (Drosophila)",A_23_P356581,NM_022370,1.11,1683
VPS13A,vacuolar protein sorting 13A (yeast),A_23_P377141,NM_015186,1.10,1684
A_23_P13232,,A_23_P13232,0,NA,1685
THC2409283,,A_32_P84728,hc,1.11,1686
CD1A,"CD1A antigen, a polypeptide",A_23_P63167,b,1.13,1687
STXBP6,syntaxin binding protein 6 (amisyn),A_24_P10214,NM_014178,0.90,1688
HSPBP1,hsp70-interacting protein,A_23_P170687,NM_012267,0.87,1689
BF803156,,A_32_P226073,b,0.96,1690
PTPRC,"protein tyrosine phosphatase, receptor type, C",A_23_P125451,NM_002838,1.12,1691
TMCC2,transmembrane and coiled-coil domain family 2,A_32_P133840,NM_014858,1.07,1692
EGLN3,egl nine homolog 3 (C. elegans),A_23_P360379,NM_022073,0.85,1693
ALS2,amyotrophic lateral sclerosis 2 (juvenile),A_23_P377664,b,1.12,1694
BQ189707,,A_24_P485271,b,NA,1695
SYNPO2L,synaptopodin 2-like,A_23_P355517,NM_024875,1.11,1696
PDZK3,PDZ domain containing 3,A_23_P7402,NM_178140,0.88,1697
HIST2H2AC,"histone 2, H2ac",A_23_P301247,NM_003517,0.88,1698
BC024289,,A_23_P218126,b,0.93,1699
HIST1H2AB,"histone 1, H2ab",A_24_P223384,NM_003513,0.88,1700
TEAD4,TEA domain family member 4,A_23_P94795,NM_003213,0.88,1701
CHDH,choline dehydrogenase,A_23_P69293,b,0.88,1702
CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19,A_23_P78518,b,1.13,1703
BC042517,,A_24_P867207,b,0.88,1704
SNAI3,snail homolog 3 (Drosophila),A_23_P406227,b,1.13,1705
MGC33556,hypothetical LOC339541,A_32_P453321,NM_001004307,0.88,1706
GGTLA4,gamma-glutamyltransferase-like activity 4,A_23_P57199,NM_080920,0.89,1707
MIB2,mindbomb homolog 2 (Drosophila),A_24_P259328,NM_080875,0.88,1708
GSTA4,glutathione S-transferase A4,A_23_P110941,NM_001512,1.13,1709
C20orf14,chromosome 20 open reading frame 14,A_23_P154539,NM_012469,0.88,1710
THC2365004,,A_23_P40574,hc,1.08,1711
RAB33A,"RAB33A, member RAS oncogene family",A_23_P147025,NM_004794,1.13,1712
C10orf58,chromosome 10 open reading frame 58,A_23_P63660,NM_032333,1.13,1713
HNRPL,heterogeneous nuclear ribonucleoprotein L,A_24_P42122,NM_001533,0.89,1714
TLR3,toll-like receptor 3,A_23_P29922,NM_003265,NA,1715
BX641027,,A_32_P179686,b,0.93,1716
OASL,2'-5'-oligoadenylate synthetase-like,A_23_P139786,NM_003733,0.87,1717
AHR,aryl hydrocarbon receptor,A_23_P215566,NM_001621,1.13,1718
FZD3,frizzled homolog 3 (Drosophila),A_23_P347468,NM_017412,1.12,1719
SLC31A1,"solute carrier family 31 (copper transporters), member 1",A_24_P252667,NM_001859,1.11,1720
AV696077,,A_32_P18147,b,1.08,1721
TRIB1,tribbles homolog 1 (Drosophila),A_24_P252497,NM_025195,0.88,1722
GIMAP6,"GTPase, IMAP family member 6",A_23_P145631,NM_024711,1.13,1723
RDHE2,epidermal retinal dehydrogenase 2,A_24_P317708,NM_138969,1.12,1724
CYBA,"cytochrome b-245, alpha polypeptide",A_23_P163506,NM_000101,0.87,1725
ZBTB1,zinc finger and BTB domain containing 1,A_23_P99693,NM_014950,1.13,1726
A_32_P7974,,A_32_P7974,0,1.07,1727
BNIP3L,BCL2/adenovirus E1B 19kDa interacting protein 3-like,A_23_P408708,NM_004331,1.12,1728
PRPF31,PRP31 pre-mRNA processing factor 31 homolog (yeast),A_23_P142022,NM_015629,0.90,1729
ANXA2,annexin A2,A_23_P146644,NM_001002857,0.87,1730
KIAA1598,KIAA1598,A_23_P202587,NM_018330,0.88,1731
THC2435128,,A_32_P57453,hc,1.13,1732
CENTB5,"centaurin, beta 5",A_23_P23625,NM_030649,0.88,1733
CD79B,CD79B antigen (immunoglobulin-associated beta),A_23_P207201,NM_000626,0.88,1734
C1orf59,chromosome 1 open reading frame 59,A_23_P309361,NM_144584,0.88,1735
ECAT11,hypothetical protein FLJ10884,A_23_P137484,NM_019079,NA,1736
C18orf17,chromosome 18 open reading frame 17,A_32_P155052,b,1.13,1737
ENST00000252134,,A_24_P366082,ns,1.13,1738
PSCD3,"pleckstrin homology, Sec7 and coiled-coil domains 3",A_23_P111593,NM_004227,1.13,1739
KIAA0125,KIAA0125,A_24_P95723,NM_014792,1.10,1740
NT5E,"5'-nucleotidase, ecto (CD73)",A_24_P316430,NM_002526,0.90,1741
BC030102,,A_24_P478556,b,1.12,1742
FTL,"ferritin, light polypeptide",A_23_P50498,NM_000146,0.88,1743
GSTA2,glutathione S-transferase A2,A_24_P300394,NM_000846,NA,1744
FBXO2,F-box protein 2,A_23_P45999,NM_012168,0.88,1745
E2-230K,likely ortholog of mouse ubiquitin-conjugating enzyme E2-230K,A_24_P172993,NM_022066,1.12,1746
HES1,"hairy and enhancer of split 1, (Drosophila)",A_24_P938293,NM_005524,1.09,1747
FEZ1,fasciculation and elongation protein zeta 1 (zygin I),A_23_P202881,NM_005103,1.10,1748
LIN7C,lin-7 homolog C (C. elegans),A_24_P98723,NM_018362,0.88,1749
SDPR,serum deprivation response (phosphatidylserine binding protein),A_23_P72668,NM_004657,0.87,1750
CD84,CD84 antigen (leukocyte antigen),A_23_P361940,NM_003874,NA,1751
FLJ11088,GGA binding partner,A_24_P372959,NM_018318,1.12,1752
ENST00000360970,,A_24_P315885,ns,1.08,1753
BM979607,,A_32_P31785,b,1.12,1754
MGC7036,hypothetical protein MGC7036,A_23_P76109,NM_145058,0.88,1755
ENST00000292562,,A_24_P49517,ns,NA,1756
HIST1H4E,"histone 1, H4e",A_23_P415411,NM_003545,0.92,1757
LOC390535,"golgi autoantigen, golgin family member",A_32_P119569,NM_001012423,1.12,1758
DKFZP586A0522,DKFZP586A0522 protein,A_23_P415021,NM_014033,1.12,1759
LOC92270,hypothetical protein LOC92270,A_24_P807031,NM_001017971,1.12,1760
CB306038,,A_32_P2213,b,1.08,1761
GPR65,G protein-coupled receptor 65,A_23_P14564,NM_003608,1.13,1762
CFL1,cofilin 1 (non-muscle),A_23_P35820,NM_005507,0.89,1763
GPR109B,G protein-coupled receptor 109B,A_23_P64721,NM_006018,1.10,1764
BIN1,bridging integrator 1,A_23_P165333,NM_139346,0.86,1765
CASP10,"caspase 10, apoptosis-related cysteine protease",A_24_P139993,NM_032977,0.87,1766
FLJ46385,FLJ46385 protein,A_24_P804267,NM_001001675,1.08,1767
AF124170,,A_24_P503693,b,0.89,1768
FMNL3,formin-like 3,A_23_P379200,NM_175736,NA,1769
ANXA2,annexin A2,A_32_P94798,NM_001002857,0.87,1770
PPIB,peptidylprolyl isomerase B (cyclophilin B),A_24_P304723,NM_000942,0.88,1771
ZNF563,zinc finger protein 563,A_23_P107881,NM_145276,1.12,1772
LST1,leukocyte specific transcript 1,A_24_P103469,NM_007161,1.11,1773
OSGEPL1,O-sialoglycoprotein endopeptidase-like 1,A_24_P302574,b,1.12,1774
THC2275676,,A_24_P854913,hc,1.11,1775
ZNF347,zinc finger protein 347,A_23_P208259,NM_032584,1.12,1776
SERTAD2,SERTA domain containing 2,A_24_P294124,NM_014755,1.12,1777
SRD5A2L,steroid 5 alpha-reductase 2-like,A_23_P121783,NM_024592,0.89,1778
BBS5,Bardet-Biedl syndrome 5,A_23_P5785,NM_152384,1.12,1779
A_32_P149735,,A_32_P149735,0,1.13,1780
METRNL,"meteorin, glial cell differentiation regulator-like",A_23_P10591,NM_001004431,1.11,1781
MAP3K8,mitogen-activated protein kinase kinase kinase 8,A_23_P23947,NM_005204,1.13,1782
ENST00000349637,,A_24_P916789,ns,0.88,1783
STX6,syntaxin 6,A_23_P331992,b,1.12,1784
TRA1,tumor rejection antigen (gp96) 1,A_23_P2601,NM_003299,0.88,1785
NBEA,neurobeachin,A_23_P65278,NM_015678,NA,1786
DDX3X,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",A_23_P125656,NM_001356,0.88,1787
THC2398598,,A_24_P773012,hc,0.90,1788
ADORA2A,adenosine A2a receptor,A_24_P237270,NM_000675,0.88,1789
NPM2,"nucleophosmin/nucleoplasmin, 2",A_23_P169007,NM_182795,0.88,1790
IMPDH1,IMP (inosine monophosphate) dehydrogenase 1,A_24_P89708,NM_000883,0.88,1791
GLO1,glyoxalase I,A_23_P214411,NM_006708,1.12,1792
TBX21,T-box 21,A_23_P141555,NM_013351,0.88,1793
OCLN,occludin,A_23_P92672,NM_002538,NA,1794
LTK,leukocyte tyrosine kinase,A_23_P14853,NM_002344,0.88,1795
THC2341414,,A_32_P171856,hc,1.12,1796
CYP2R1,"cytochrome P450, family 2, subfamily R, polypeptide 1",A_23_P202860,NM_024514,0.86,1797
KCNJ15,"potassium inwardly-rectifying channel, subfamily J, member 15",A_23_P17655,NM_170736,1.00,1798
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_23_P205553,NM_182910,0.88,1799
ISGF3G,"interferon-stimulated transcription factor 3, gamma 48kDa",A_23_P65442,NM_006084,0.88,1800
AF289610,,A_24_P118211,b,NA,1801
AK025613,,A_24_P916364,b,1.12,1802
PXK,PX domain containing serine/threonine kinase,A_24_P140204,NM_017771,1.12,1803
FLJ22028,hypothetical protein FLJ22028,A_23_P204187,NM_024854,1.12,1804
L40520,,A_24_P450372,b,NA,1805
MGC42157,hypothetical locus MGC42157,A_24_P388703,b,0.88,1806
C14orf72,chromosome 14 open reading frame 72,A_32_P176911,XM_096733,1.12,1807
LAMP1,lysosomal-associated membrane protein 1,A_24_P304549,NM_005561,0.89,1808
LOC124245,hypothetical protein BC001584,A_23_P3502,NM_144604,0.88,1809
FLJ12584,melanoma/melanocyte specific protein KU-MEL-1,A_23_P209735,NM_025139,1.12,1810
TMEM22,transmembrane protein 22,A_23_P109655,NM_025246,1.12,1811
AF086071,,A_32_P224751,b,1.13,1812
