Symbol,GeneName,ProbeName,RefSeq,SAM rank
NUDT14,nudix (nucleoside diphosphate linked moiety X)-type motif 14,A_32_P5976,NM_177533,402
PXK,PX domain containing serine/threonine kinase,A_32_P115606,b,403
PRDM1,"PR domain containing 1, with ZNF domain",A_23_P350451,NM_001198,404
BPIL1,bactericidal/permeability-increasing protein-like 1,A_23_P254797,NM_025227,405
MT1X,metallothionein 1X,A_23_P303242,NM_005952,406
H3F3A,"H3 histone, family 3A",A_23_P23141,NM_002107,407
AF038174,,A_24_P915196,b,408
PHPT1,phosphohistidine phosphatase 1,A_23_P83192,NM_014172,409
DPY19L3,dpy-19-like 3 (C. elegans),A_24_P254101,b,410
THC2407434,,A_24_P565390,hc,411
JAG1,jagged 1 (Alagille syndrome),A_23_P210763,NM_000214,412
IGSF8,"immunoglobulin superfamily, member 8",A_23_P137423,NM_052868,413
AK097976,,A_24_P944253,b,414
ACAT2,acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase),A_23_P383835,NM_005891,415
RASL10B,"RAS-like, family 10, member B",A_24_P322229,NM_033315,416
SPECC1,spectrin domain with coiled-coils 1,A_23_P38567,NM_152904,417
NETO2,neuropilin (NRP) and tolloid (TLL)-like 2,A_32_P77989,NM_018092,418
LOC285831,hypothetical protein LOC285831,A_23_P404965,b,419
HIST3H2A,"histone 3, H2a",A_23_P149301,NM_033445,420
HIST2H2AC,"histone 2, H2ac",A_24_P8721,NM_003517,421
A_24_P195528,,A_24_P195528,,422
AK3L1,adenylate kinase 3-like 1,A_24_P789425,b,423
HIST1H2BM,"histone 1, H2bm",A_24_P3783,NM_003521,424
CR613972,,A_32_P53633,b,425
C1orf61,chromosome 1 open reading frame 61,A_32_P138032,NM_006365,426
PTPRCAP,"protein tyrosine phosphatase, receptor type, C-associated protein",A_23_P98173,NM_005608,427
IRAK1BP1,interleukin-1 receptor-associated kinase 1 binding protein 1,A_32_P21474,NM_001010844,428
KIAA0368,KIAA0368,A_23_P146431,b,429
ZNF239,zinc finger protein 239,A_23_P86731,NM_005674,430
ATXN7L2,ataxin 7-like 2,A_23_P317200,NM_153340,431
ACSL3,acyl-CoA synthetase long-chain family member 3,A_24_P248606,NM_004457,432
THC2344124,,A_32_P172917,hc,433
FARP1,"FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)",A_23_P308763,NM_005766,434
GIMAP5,"GTPase, IMAP family member 5",A_23_P42588,NM_018384,435
MDFIC,MyoD family inhibitor domain containing,A_23_P327022,NM_199072,436
CR619772,,A_24_P579862,b,437
LOC440686,similar to histone H2B histone family,A_24_P324465,NM_001025303,438
THC2305108,,A_32_P219011,hc,439
A_24_P238427,,A_24_P238427,,440
THC2337372,,A_24_P927311,hc,441
TMSB10,"thymosin, beta 10",A_23_P68106,NM_021103,442
CCPG1,cell cycle progression 1,A_23_P346006,NM_020739,443
GRHPR,glyoxylate reductase/hydroxypyruvate reductase,A_24_P141275,NM_012203,444
H2AFJ,"H2A histone family, member J",A_24_P236003,NM_177925,445
RGS10,regulator of G-protein signalling 10,A_23_P138717,NM_001005339,446
A_24_P910169,,A_24_P910169,,447
SPPL3,signal peptide peptidase 3,A_23_P427622,NM_139015,448
MGC11335,hypothetical protein MGC11335,A_23_P3574,NM_030819,449
HIST1H2BL,"histone 1, H2bl",A_23_P8013,NM_003519,450
DEADC1,deaminase domain containing 1,A_23_P134014,NM_182503,451
TSPYL5,TSPY-like 5,A_23_P417951,NM_033512,452
HK2,hexokinase 2,A_32_P175739,NM_000189,453
LOC391437,similar to 60S ribosomal protein L19,A_24_P153063,b,454
CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",A_23_P59210,NM_000389,455
AK026497,,A_24_P916288,b,456
PPIL4,peptidylprolyl isomerase (cyclophilin)-like 4,A_23_P42507,NM_139126,457
DKFZP434C171,DKFZP434C171 protein,A_23_P213810,NM_015621,458
AK131430,,A_23_P72372,b,459
MYO10,myosin X,A_23_P7596,NM_012334,460
ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),A_23_P36745,NM_000690,461
HDAC5,histone deacetylase 5,A_23_P26916,NM_001015053,462
UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",A_23_P47704,NM_003355,463
PEX7,peroxisomal biogenesis factor 7,A_23_P93543,NM_000288,464
FLJ12649,hypothetical protein FLJ12649,A_23_P22557,b,465
THC2361388,,A_24_P166789,hc,466
HSPA8,heat shock 70kDa protein 8,A_32_P13728,NM_006597,467
U78519,,A_24_P898945,b,468
C8orf13,chromosome 8 open reading frame 13,A_23_P334955,NM_053279,469
HIST1H2AD,"histone 1, H2ad",A_23_P428184,NM_021065,470
AMSH-LP,associated molecule with the SH3 domain of STAM (AMSH) like protein,A_23_P385322,NM_020799,471
PARN,poly(A)-specific ribonuclease (deadenylation nuclease),A_32_P133244,NM_002582,472
PHPT1,phosphohistidine phosphatase 1,A_24_P184031,NM_014172,473
C6orf111,chromosome 6 open reading frame 111,A_24_P340813,NM_032870,474
FLJ22457,hypothetical protein FLJ22457,A_23_P85952,NM_024901,475
PREB,prolactin regulatory element binding,A_23_P91114,NM_013388,476
GENX-3414,genethonin 1,A_23_P254079,NM_003943,477
COPE,"coatomer protein complex, subunit epsilon",A_23_P209088,NM_007263,478
IL27RA,"interleukin 27 receptor, alpha",A_23_P27606,NM_004843,479
APEX2,APEX nuclease (apurinic/apyrimidinic endonuclease) 2,A_23_P256682,NM_014481,480
SKIL,SKI-like,A_23_P351215,NM_005414,481
ARID1A,AT rich interactive domain 1A (SWI- like),A_24_P92952,NM_006015,482
TRA1,tumor rejection antigen (gp96) 1,A_23_P2601,NM_003299,483
GALNACT-2,chondroitin sulfate GalNAcT-2,A_23_P149892,NM_018590,484
AK026811,,A_23_P7512,b,485
ENST00000274979,,A_23_P335495,ns,486
GRCA,"gene rich cluster, A gene",A_23_P99141,NM_019858,487
MKRN1,"makorin, ring finger protein, 1",A_24_P410627,b,488
A_24_P919931,,A_24_P919931,,489
EMP3,epithelial membrane protein 3,A_23_P119362,NM_001425,490
CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19,A_23_P78518,b,491
ZNF395,zinc finger protein 395,A_24_P128001,NM_018660,492
CR617033,,A_32_P29618,b,493
HIST1H2AL,"histone 1, H2al",A_23_P363174,NM_003511,494
CNKSR3,CNKSR family member 3,A_23_P134085,NM_173515,495
SLAMF1,signaling lymphocytic activation molecule family member 1,A_23_P62647,NM_003037,496
TLR9,toll-like receptor 9,A_23_P132654,NM_017442,497
ERCC8,"excision repair cross-complementing rodent repair deficiency, complementation group 8",A_24_P324986,NM_001007234,498
MIB2,mindbomb homolog 2 (Drosophila),A_24_P259328,NM_080875,499
C10orf48,chromosome 10 open reading frame 48,A_23_P75002,NM_173576,500
C20orf23,chromosome 20 open reading frame 23,A_23_P28906,b,501
SEPHS1,selenophosphate synthetase 1,A_23_P150092,NM_012247,502
A_24_P596251,,A_24_P596251,,503
ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",A_23_P70231,NM_001182,504
SOAT1,sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,A_23_P63319,NM_003101,505
CR614186,,A_24_P268210,b,506
GNPDA1,glucosamine-6-phosphate deaminase 1,A_23_P144622,NM_005471,507
A_24_P631948,,A_24_P631948,,508
CSRP2BP,CSRP2 binding protein,A_23_P501435,NM_020536,509
WFDC2,WAP four-disulfide core domain 2,A_23_P218675,NM_080733,510
MT1X,metallothionein 1X,A_24_P125096,NM_005952,511
UBC,ubiquitin C,A_24_P681301,NM_021009,512
LOC339483,hypothetical protein LOC339483,A_24_P160413,NM_178546,513
THC2380681,,A_32_P71476,hc,514
RPL28,ribosomal protein L28,A_23_P208358,NM_000991,515
PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator",A_23_P91019,NM_003690,516
THC2340379,,A_32_P127339,hc,517
TGFBI,"transforming growth factor, beta-induced, 68kDa",A_23_P156327,NM_000358,518
RP11-311P8.3,hypothetical protein MGC23937 similar to CG4798,A_24_P185986,NM_145052,519
VIM,vimentin,A_23_P161190,NM_003380,520
AA253216,,A_32_P222751,b,521
VIM,vimentin,A_23_P161194,NM_003380,522
TRIP6,thyroid hormone receptor interactor 6,A_24_P4054,NM_003302,523
AK023696,,A_24_P661593,b,524
ENST00000238875,,A_23_P210330,ns,525
MGC24125,hypothetical protein MGC24125,A_23_P379111,b,526
H2AFZ,"H2A histone family, member Z",A_24_P41570,NM_002106,527
IGHM,immunoglobulin heavy constant mu,A_24_P417352,b,528
DJ971N18.2,hypothetical protein DJ971N18.2,A_23_P166100,NM_021156,529
UPF3B,UPF3 regulator of nonsense transcripts homolog B (yeast),A_24_P310630,NM_080632,530
SYVN1,"synovial apoptosis inhibitor 1, synoviolin",A_24_P381224,NM_172230,531
SERPINI1,"serine (or cysteine) proteinase inhibitor, clade I (neuroserpin), member 1",A_23_P166929,NM_005025,532
GOLGA6,"golgi autoantigen, golgin subfamily a, member 6",A_23_P106371,NM_018652,533
ENST00000294915,,A_24_P417606,ns,534
HIST2H2AB,"histone 2, H2ab",A_24_P68631,NM_175065,535
ID2,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",A_32_P69368,NM_002166,536
MT1L,metallothionein 1L,A_23_P427703,b,537
PCOLN3,procollagen (type III) N-endopeptidase,A_23_P106694,NM_002768,538
A_24_P521662,,A_24_P521662,,539
RPL21,ribosomal protein L21,A_24_P280901,NM_000982,540
ZHX3,zinc fingers and homeoboxes 3,A_24_P57700,NM_015035,541
PYGO2,pygopus homolog 2 (Drosophila),A_23_P411953,NM_138300,542
IPLA2(GAMMA),intracellular membrane-associated calcium-independent phospholipase A2 gamma,A_23_P312718,NM_015723,543
TRAF1,TNF receptor-associated factor 1,A_24_P89891,NM_005658,544
HIST1H2BE,"histone 1, H2be",A_23_P30776,NM_003523,545
TMCO1,transmembrane and coiled-coil domains 1,A_23_P355067,NM_019026,546
LRP10,low density lipoprotein receptor-related protein 10,A_23_P205499,NM_014045,547
CAMK1D,calcium/calmodulin-dependent protein kinase ID,A_32_P208120,NM_153498,548
ALDH2,aldehyde dehydrogenase 2 family (mitochondrial),A_23_P36753,NM_000690,549
PRKCB1,"protein kinase C, beta 1",A_23_P206585,NM_002738,550
REPIN1,replication initiator 1,A_24_P166645,NM_014374,551
PITPNC1,"phosphatidylinositol transfer protein, cytoplasmic 1",A_23_P66473,NM_181671,552
LOC402562,similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed),A_32_P179205,b,553
DAPK2,death-associated protein kinase 2,A_24_P10233,NM_014326,554
OAS2,"2'-5'-oligoadenylate synthetase 2, 69/71kDa",A_23_P204087,NM_016817,555
HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,A_24_P937319,b,556
HIST1H2BF,"histone 1, H2bf",A_23_P42178,NM_003522,557
ACTG1,"actin, gamma 1",A_23_P44037,NM_001614,558
THC2313842,,A_32_P197432,hc,559
HBD,"hemoglobin, delta",A_24_P75190,NM_000519,560
NQO1,"NAD(P)H dehydrogenase, quinone 1",A_23_P206661,NM_000903,561
AK026078,,A_24_P133171,b,562
CR603982,,A_32_P146635,b,563
SETBP1,SET binding protein 1,A_23_P4551,NM_015559,564
DRG1,developmentally regulated GTP binding protein 1,A_32_P222362,b,565
AK123704,,A_23_P309619,b,566
C22orf3,chromosome 22 open reading frame 3,A_23_P155009,NM_012265,567
EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),A_24_P734297,NM_032378,568
THC2377297,,A_32_P190316,hc,569
FNDC3B,fibronectin type III domain containing 3B,A_24_P919304,b,570
W31297,,A_23_P84016,b,571
HIST1H2BO,"histone 1, H2bo",A_23_P59069,NM_003527,572
FLJ10081,hypothetical protein FLJ10081,A_24_P174313,NM_017991,573
CLDN10,claudin 10,A_23_P48350,NM_182848,574
OPTC,opticin,A_23_P97096,NM_014359,575
ATP4A,"ATPase, H+/K+ exchanging, alpha polypeptide",A_23_P430728,NM_000704,576
FLJ10157,hypothetical protein FLJ10157,A_23_P63541,b,577
FRK,fyn-related kinase,A_23_P133665,NM_002031,578
XBP1,X-box binding protein 1,A_23_P120845,NM_005080,579
CYBA,"cytochrome b-245, alpha polypeptide",A_23_P163506,NM_000101,580
RECQL5,RecQ protein-like 5,A_23_P332042,NM_004259,581
UBC,ubiquitin C,A_23_P329740,NM_021009,582
CR603195,,A_24_P694760,b,583
LOC388152,hypothetical protein FLJ90297,A_23_P305981,NM_203426,584
IGSF3,"immunoglobulin superfamily, member 3",A_24_P182461,NM_001542,585
CD37,CD37 antigen,A_24_P82749,NM_001774,586
ANXA2,annexin A2,A_23_P146644,NM_001002857,587
SCAND1,SCAN domain containing 1,A_23_P210977,NM_016558,588
NSEP1,nuclease sensitive element binding protein 1,A_23_P34767,NM_004559,589
GYG,glycogenin,A_23_P384517,NM_004130,590
A_24_P7322,,A_24_P7322,,591
CCL17,chemokine (C-C motif) ligand 17,A_23_P26325,NM_002987,592
LTK,leukocyte tyrosine kinase,A_23_P14853,NM_002344,593
THC2440782,,A_32_P112078,hc,594
ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",A_23_P301530,NM_020987,595
FBXO2,F-box protein 2,A_23_P45999,NM_012168,596
B4GALT3,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3",A_23_P103919,NM_003779,597
MPST,mercaptopyruvate sulfurtransferase,A_23_P132285,NM_001013440,598
CLIC4,chloride intracellular channel 4,A_23_P135499,NM_013943,599
ENST00000327485,,A_24_P195724,ns,600
NOTCH2,Notch homolog 2 (Drosophila),A_23_P200792,NM_024408,601
SLC23A2,"solute carrier family 23 (nucleobase transporters), member 2",A_24_P254278,NM_203327,602
CR613944,,A_24_P867201,b,603
C9orf24,chromosome 9 open reading frame 24,A_23_P217009,NM_032596,604
A_24_P493100,,A_24_P493100,,605
NAP5,Nck-associated protein 5,A_23_P360079,b,606
UBB,ubiquitin B,A_24_P113109,NM_018955,607
MTCBP-1,membrane-type 1 matrix metalloproteinase cytoplasmic tail binding protein-1,A_23_P148162,NM_018269,608
MGC26690,hypothetical protein MGC26690,A_23_P423482,NM_152450,609
KLHL12,kelch-like 12 (Drosophila),A_23_P161041,NM_021633,610
LOC391566,similar to Histone H2B.n (H2B/n) (H2B.2),A_24_P152345,XM_373001,611
LOC283849,hypothetical protein LOC283849,A_24_P331655,NM_178516,612
SLC9A3R1,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 1",A_23_P308519,NM_004252,613
TBC1D8,"TBC1 domain family, member 8 (with GRAM domain)",A_23_P253281,NM_007063,614
A_24_P332953,,A_24_P332953,,615
YIPF6,"Yip1 domain family, member 6",A_23_P431319,NM_173834,616
OIP106,OGT(O-Glc-NAc transferase)-interacting protein 106 KDa,A_24_P341279,NM_014965,617
DKFZp434E2321,hypothetical protein DKFZp434E2321,A_23_P401718,NM_207310,618
THC2375716,,A_23_P129856,hc,619
GSG2,germ cell associated 2 (haspin),A_23_P66732,NM_031965,620
SLC39A6,"solute carrier family 39 (zinc transporter), member 6",A_23_P50167,NM_012319,621
FLJ38753,hypothetical protein FLJ38753,A_23_P422131,NM_152375,622
GAL3ST1,galactose-3-O-sulfotransferase 1,A_23_P120863,NM_004861,623
ENST00000276898,,A_23_P134994,ns,624
ETEA,expressed in T-cells and eosinophils in atopic dermatitis,A_24_P294719,NM_014613,625
PSIP1,PC4 and SFRS1 interacting protein 1,A_24_P98371,NM_033222,626
CLDN14,claudin 14,A_23_P91512,NM_144492,627
NM_014854,,A_24_P942211,NM_014854,628
ATP6V0B,"ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c''",A_23_P137814,NM_004047,629
TULP4,tubby like protein 4,A_23_P382045,NM_020245,630
NUDCD3,NudC domain containing 3,A_23_P31477,NM_015332,631
LOC283663,hypothetical protein LOC283663,A_32_P8813,b,632
HIST1H2BN,"histone 1, H2bn",A_23_P402081,NM_003520,633
PTTG1IP,pituitary tumor-transforming 1 interacting protein,A_23_P109345,NM_004339,634
AK090405,,A_24_P932648,b,635
ITM1,integral membrane protein 1,A_23_P104734,NM_152713,636
H2BFS,"H2B histone family, member S",A_23_P40470,NM_017445,637
ZNF286,zinc finger protein 286,A_24_P910833,b,638
IL13RA1,"interleukin 13 receptor, alpha 1",A_24_P280113,NM_001560,639
HMGN2,high-mobility group nucleosomal binding domain 2,A_32_P41487,NM_005517,640
TMEM62,transmembrane protein 62,A_23_P49041,NM_024956,641
MT1G,metallothionein 1G,A_23_P60933,NM_005950,642
AK128099,,A_24_P494943,b,643
TMSB4X,"thymosin, beta 4, X-linked",A_24_P374516,NM_021109,644
HIST1H3B,"histone 1, H3b",A_23_P93258,NM_003537,645
CR992331,,A_32_P150300,b,646
GADD45B,"growth arrest and DNA-damage-inducible, beta",A_24_P239606,NM_015675,647
ZBTB1,zinc finger and BTB domain containing 1,A_24_P64918,NM_014950,648
C9orf88,chromosome 9 open reading frame 88,A_23_P417404,b,649
KIAA1618,KIAA1618,A_24_P350124,NM_020954,650
MT1E,metallothionein 1E (functional),A_23_P206724,NM_175617,651
BC080577,,A_23_P347720,b,652
HBD,"hemoglobin, delta",A_23_P87346,NM_000519,653
BAT3,HLA-B associated transcript 3,A_23_P111141,NM_004639,654
CCL3L3,chemokine (C-C motif) ligand 3-like 3,A_24_P228130,NM_001001437,655
BCAP31,B-cell receptor-associated protein 31,A_32_P4364,NM_005745,656
DYRK3,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3,A_23_P12282,NM_001004023,657
ELL3,elongation factor RNA polymerase II-like 3,A_24_P47988,NM_025165,658
METAP2,methionyl aminopeptidase 2,A_23_P99260,NM_006838,659
KLF13,Kruppel-like factor 13,A_23_P413150,NM_015995,660
RPS27,ribosomal protein S27 (metallopanstimulin 1),A_24_P148235,NM_001030,661
ASMTL,acetylserotonin O-methyltransferase-like,A_23_P159539,NM_004192,662
TARBP2,TAR (HIV) RNA binding protein 2,A_23_P87603,NM_004178,663
ALG9,"asparagine-linked glycosylation 9 homolog (yeast, alpha 1,2 mannosyltransferase)",A_23_P64193,NM_024740,664
AMID,apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death,A_32_P75094,NM_032797,665
ANXA11,annexin A11,A_23_P35399,NM_145869,666
HIST2H2BE,"histone 2, H2be",A_24_P156911,NM_003528,667
RUNX1,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene),A_24_P34155,b,668
ST6GALNAC4,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",A_23_P94736,NM_175039,669
LOC441885,similar to GYG protein,A_24_P471121,XM_497677,670
ATF4,activating transcription factor 4 (tax-responsive enhancer element B67),A_23_P120933,NM_001675,671
CRIM1,cysteine rich transmembrane BMP regulator 1 (chordin-like),A_23_P51105,NM_016441,672
CELSR2,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)",A_23_P201570,NM_001408,673
A_24_P152983,,A_24_P152983,,674
THEX1,three prime histone mRNA exonuclease 1,A_23_P123463,NM_153332,675
H3F3A,"H3 histone, family 3A",A_24_P323835,NM_002107,676
ENST00000320831,,A_24_P323421,ns,677
IRF4,interferon regulatory factor 4,A_23_P156505,NM_002460,678
AVEN,"apoptosis, caspase activation inhibitor",A_23_P100074,NM_020371,679
FLJ36090,hypothetical protein FLJ36090,A_24_P226210,b,680
UPB1,"ureidopropionase, beta",A_23_P120822,NM_016327,681
GIT2,G protein-coupled receptor kinase interactor 2,A_23_P204436,NM_139201,682
CD80,"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)",A_23_P155632,NM_005191,683
DPH5,DPH5 homolog (S. cerevisiae),A_24_P385376,NM_015958,684
PHF19,PHD finger protein 19,A_23_P21436,NM_015651,685
CLN3,"ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)",A_23_P88971,NM_000086,686
HTR1E,5-hydroxytryptamine (serotonin) receptor 1E,A_24_P380349,NM_000865,687
C10orf137,chromosome 10 open reading frame 137,A_23_P435697,NM_015608,688
CPNE5,copine V,A_23_P360804,NM_020939,689
GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,A_24_P49896,NM_182833,690
DKFZp434E2321,hypothetical protein DKFZp434E2321,A_23_P381102,NM_207310,691
C9orf127,chromosome 9 open reading frame 127,A_24_P317827,b,692
TRAM1,translocation associated membrane protein 1,A_23_P112135,NM_014294,693
MCTP1,multiple C2-domains with two transmembrane regions 1,A_24_P212481,NM_024717,694
TBL1X,transducin (beta)-like 1X-linked,A_24_P417162,NM_005647,695
RGS13,regulator of G-protein signalling 13,A_23_P500093,NM_002927,696
CHKB,choline kinase beta,A_23_P314120,NM_005198,697
POLR1B,"polymerase (RNA) I polypeptide B, 128kDa",A_24_P942112,NM_019014,698
EGR3,early growth response 3,A_23_P216225,NM_004430,699
GRHPR,glyoxylate reductase/hydroxypyruvate reductase,A_23_P60225,NM_012203,700
UBB,ubiquitin B,A_23_P27215,NM_018955,701
SLC37A3,"solute carrier family 37 (glycerol-3-phosphate transporter), member 3",A_23_P95130,NM_207113,702
HRASLS2,HRAS-like suppressor 2,A_23_P105012,NM_017878,703
A_24_P891042,,A_24_P891042,,704
KIAA1913,KIAA1913,A_32_P40288,NM_052913,705
PTMA,"prothymosin, alpha (gene sequence 28)",A_24_P264207,NM_002823,706
CDC16,CDC16 cell division cycle 16 homolog (S. cerevisiae),A_23_P88083,NM_003903,707
PYGB,"phosphorylase, glycogen; brain",A_23_P331670,NM_002862,708
CCL3,chemokine (C-C motif) ligand 3,A_23_P373017,NM_002983,709
POLB,"polymerase (DNA directed), beta",A_32_P34552,NM_002690,710
INPP5E,"inositol polyphosphate-5-phosphatase, 72 kDa",A_24_P317835,NM_019892,711
ENST00000334683,,A_32_P173385,ns,712
RPL23A,ribosomal protein L23a,A_23_P29747,NM_000984,713
PSME3,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)",A_23_P164141,NM_176863,714
